OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPriceNGN,Discount,RevenueNGN,COGSNGN,ProfitNGN
SO-01041,2025-04-15,C0163,P007,10,98000,0.05,931000,700000,231000
SO-01042,2025-04-15,C0119,P011,11,27000,0.1,267300,176000,91300
SO-01043,2025-04-15,C0234,P002,6,59000,0.1,318600,228000,90600
SO-01044,2025-04-15,C0356,P002,2,59000,0,118000,76000,42000
SO-01045,2025-04-15,C0181,P004,1,47000,0,47000,28000,19000
SO-01046,2025-04-15,C0360,P011,4,27000,0,108000,64000,44000
SO-01047,2025-04-16,C0255,P004,3,47000,0.05,133950,84000,49950
SO-01048,2025-04-16,C0281,P004,4,47000,0,188000,112000,76000
SO-01049,2025-04-16,C0236,P007,4,98000,0.05,372400,280000,92400
SO-01050,2025-04-16,C0126,P010,5,72000,0,360000,240000,120000
SO-01051,2025-04-16,C0097,P007,3,98000,0,294000,210000,84000
SO-01052,2025-04-16,C0087,P010,8,72000,0.05,547200,384000,163200
SO-01053,2025-04-16,C0157,P009,2,690000,0.03,1338600,1040000,298600
SO-01054,2025-04-16,C0125,P001,3,65000,0,195000,126000,69000
SO-01055,2025-04-17,C0315,P004,3,47000,0.03,136770,84000,52770
SO-01056,2025-04-17,C0204,P007,3,98000,0.05,279300,210000,69300
SO-01057,2025-04-17,C0119,P003,6,140000,0.12,739200,570000,169200
SO-01058,2025-04-17,C0051,P008,4,420000,0.05,1596000,1240000,356000
SO-01059,2025-04-17,C0292,P011,10,27000,0.05,256500,160000,96500
SO-01060,2025-04-17,C0088,P006,4,130000,0.1,468000,340000,128000
SO-01061,2025-04-17,C0232,P007,5,98000,0.05,465500,350000,115500
SO-01062,2025-04-17,C0079,P006,5,130000,0.1,585000,425000,160000
SO-01063,2025-04-18,C0308,P006,3,130000,0.05,370500,255000,115500
SO-01064,2025-04-18,C0053,P007,3,98000,0,294000,210000,84000
SO-01065,2025-04-18,C0054,P005,5,180000,0,900000,600000,300000
SO-01066,2025-04-18,C0313,P001,2,65000,0.03,126100,84000,42100
SO-01067,2025-04-18,C0301,P001,7,65000,0.05,432250,294000,138250
SO-01068,2025-04-18,C0156,P007,5,98000,0.05,465500,350000,115500
SO-01069,2025-04-18,C0014,P005,1,180000,0.03,174600,120000,54600
SO-01070,2025-04-18,C0285,P003,1,140000,0.05,133000,95000,38000
SO-01071,2025-04-18,C0404,P011,1,27000,0,27000,16000,11000
SO-01072,2025-04-18,C0309,P011,6,27000,0.12,142560,96000,46560
SO-01073,2025-04-18,C0066,P004,2,47000,0.03,91180,56000,35180
SO-01074,2025-04-19,C0129,P011,11,27000,0.1,267300,176000,91300
SO-01075,2025-04-19,C0389,P010,7,72000,0.08,463680,336000,127680
SO-01076,2025-04-19,C0139,P007,6,98000,0.1,529200,420000,109200
SO-01077,2025-04-19,C0283,P001,1,65000,0.03,63050,42000,21050
SO-01078,2025-04-20,C0375,P002,7,59000,0.08,379960,266000,113960
SO-01079,2025-04-20,C0292,P007,4,98000,0.12,344960,280000,64960
SO-01080,2025-04-20,C0250,P011,5,27000,0.03,130950,80000,50950
SO-01081,2025-04-20,C0306,P001,1,65000,0,65000,42000,23000
SO-01082,2025-04-20,C0118,P007,7,98000,0.12,603680,490000,113680
SO-01083,2025-04-20,C0129,P010,13,72000,0.1,842400,624000,218400
SO-01084,2025-04-20,C0263,P001,2,65000,0,130000,84000,46000
SO-01085,2025-04-20,C0404,P010,4,72000,0.03,279360,192000,87360
SO-01086,2025-04-20,C0069,P010,5,72000,0.08,331200,240000,91200
SO-01087,2025-04-20,C0015,P002,5,59000,0.12,259600,190000,69600
SO-01088,2025-04-21,C0211,P007,7,98000,0.08,631120,490000,141120
SO-01089,2025-04-21,C0286,P011,13,27000,0.08,322920,208000,114920
SO-01090,2025-04-21,C0120,P004,1,47000,0,47000,28000,19000
SO-01091,2025-04-21,C0296,P002,5,59000,0.08,271400,190000,81400
SO-01092,2025-04-21,C0205,P005,5,180000,0.05,855000,600000,255000
SO-01093,2025-04-21,C0353,P006,14,130000,0.05,1729000,1190000,539000
SO-01094,2025-04-21,C0307,P012,1,320000,0.05,304000,230000,74000
SO-01095,2025-04-21,C0171,P001,5,65000,0,325000,210000,115000
SO-01096,2025-04-21,C0124,P002,2,59000,0.05,112100,76000,36100
SO-01097,2025-04-21,C0293,P007,2,98000,0.03,190120,140000,50120
SO-01098,2025-04-22,C0204,P008,7,420000,0.08,2704800,2170000,534800
SO-01099,2025-04-22,C0083,P003,1,140000,0,140000,95000,45000
SO-01100,2025-04-22,C0371,P007,2,98000,0,196000,140000,56000
SO-01101,2025-04-22,C0367,P002,2,59000,0,118000,76000,42000
SO-01102,2025-04-22,C0173,P001,1,65000,0,65000,42000,23000
SO-01103,2025-04-22,C0027,P007,2,98000,0.05,186200,140000,46200
SO-01104,2025-04-22,C0407,P001,9,65000,0.12,514800,378000,136800
SO-01105,2025-04-22,C0206,P007,2,98000,0,196000,140000,56000
SO-01106,2025-04-22,C0150,P002,3,59000,0,177000,114000,63000
SO-01107,2025-04-22,C0403,P006,2,130000,0.03,252200,170000,82200
SO-01108,2025-04-22,C0084,P011,1,27000,0.05,25650,16000,9650
SO-01109,2025-04-22,C0039,P003,1,140000,0.05,133000,95000,38000
SO-01110,2025-04-22,C0236,P002,4,59000,0.05,224200,152000,72200
SO-01111,2025-04-22,C0290,P007,2,98000,0,196000,140000,56000
SO-01112,2025-04-22,C0112,P004,5,47000,0,235000,140000,95000
SO-01113,2025-04-22,C0377,P010,1,72000,0,72000,48000,24000
SO-01114,2025-04-22,C0205,P002,4,59000,0,236000,152000,84000
SO-01115,2025-04-23,C0399,P010,3,72000,0,216000,144000,72000
SO-01116,2025-04-23,C0416,P004,14,47000,0.05,625100,392000,233100
SO-01117,2025-04-23,C0162,P012,5,320000,0,1600000,1150000,450000
SO-01118,2025-04-23,C0210,P004,1,47000,0,47000,28000,19000
SO-01119,2025-04-23,C0342,P010,14,72000,0.1,907200,672000,235200
SO-01120,2025-04-23,C0302,P007,1,98000,0,98000,70000,28000
SO-01121,2025-04-23,C0204,P008,12,420000,0.12,4435200,3720000,715200
SO-01122,2025-04-23,C0388,P007,1,98000,0.03,95060,70000,25060
SO-01123,2025-04-23,C0271,P011,1,27000,0,27000,16000,11000
SO-01124,2025-04-23,C0224,P011,5,27000,0.03,130950,80000,50950
SO-01125,2025-04-23,C0082,P010,5,72000,0.03,349200,240000,109200
SO-01126,2025-04-23,C0330,P001,1,65000,0,65000,42000,23000
SO-01127,2025-04-23,C0129,P009,6,690000,0.05,3933000,3120000,813000
SO-01128,2025-04-23,C0079,P010,6,72000,0.12,380160,288000,92160
SO-01129,2025-04-23,C0395,P007,2,98000,0,196000,140000,56000
SO-01130,2025-04-23,C0416,P001,6,65000,0.08,358800,252000,106800
SO-01131,2025-04-24,C0247,P004,3,47000,0.03,136770,84000,52770
SO-01132,2025-04-24,C0245,P010,13,72000,0.05,889200,624000,265200
SO-01133,2025-04-24,C0240,P007,4,98000,0,392000,280000,112000
SO-01134,2025-04-24,C0159,P004,3,47000,0,141000,84000,57000
SO-01135,2025-04-24,C0194,P003,9,140000,0.08,1159200,855000,304200
SO-01136,2025-04-24,C0027,P002,4,59000,0,236000,152000,84000
SO-01137,2025-04-24,C0304,P010,6,72000,0.12,380160,288000,92160
SO-01138,2025-04-24,C0403,P002,1,59000,0,59000,38000,21000
SO-01139,2025-04-24,C0387,P004,1,47000,0,47000,28000,19000
SO-01140,2025-04-24,C0106,P007,4,98000,0,392000,280000,112000
SO-01141,2025-04-25,C0099,P012,6,320000,0.05,1824000,1380000,444000
SO-01142,2025-04-25,C0412,P007,1,98000,0,98000,70000,28000
SO-01143,2025-04-25,C0175,P004,2,47000,0.05,89300,56000,33300
SO-01144,2025-04-25,C0173,P004,1,47000,0.05,44650,28000,16650
SO-01145,2025-04-25,C0244,P001,2,65000,0,130000,84000,46000
SO-01146,2025-04-25,C0184,P007,4,98000,0.05,372400,280000,92400
SO-01147,2025-04-25,C0393,P007,5,98000,0.05,465500,350000,115500
SO-01148,2025-04-25,C0060,P004,5,47000,0.12,206800,140000,66800
SO-01149,2025-04-25,C0076,P010,2,72000,0,144000,96000,48000
SO-01150,2025-04-25,C0372,P011,8,27000,0.08,198720,128000,70720
SO-01151,2025-04-25,C0289,P007,12,98000,0.12,1034880,840000,194880
SO-01152,2025-04-25,C0112,P007,3,98000,0,294000,210000,84000
SO-01153,2025-04-25,C0315,P007,4,98000,0.05,372400,280000,92400
SO-01154,2025-04-26,C0065,P008,4,420000,0.08,1545600,1240000,305600
SO-01155,2025-04-26,C0298,P011,5,27000,0,135000,80000,55000
SO-01156,2025-04-26,C0023,P002,9,59000,0.08,488520,342000,146520
SO-01157,2025-04-26,C0319,P012,3,320000,0,960000,690000,270000
SO-01158,2025-04-26,C0133,P004,2,47000,0.03,91180,56000,35180
SO-01159,2025-04-26,C0156,P004,4,47000,0,188000,112000,76000
SO-01160,2025-04-26,C0247,P011,3,27000,0,81000,48000,33000
SO-01161,2025-04-26,C0198,P007,4,98000,0,392000,280000,112000
SO-01162,2025-04-26,C0027,P008,2,420000,0.05,798000,620000,178000
SO-01163,2025-04-27,C0146,P007,7,98000,0.08,631120,490000,141120
SO-01164,2025-04-27,C0225,P007,9,98000,0.12,776160,630000,146160
SO-01165,2025-04-27,C0317,P011,1,27000,0,27000,16000,11000
SO-01166,2025-04-27,C0291,P011,1,27000,0,27000,16000,11000
SO-01167,2025-04-27,C0095,P001,9,65000,0.08,538200,378000,160200
SO-01168,2025-04-28,C0104,P001,2,65000,0.03,126100,84000,42100
SO-01169,2025-04-28,C0281,P009,5,690000,0.05,3277500,2600000,677500
SO-01170,2025-04-28,C0177,P008,6,420000,0.05,2394000,1860000,534000
SO-01171,2025-04-28,C0116,P012,1,320000,0.03,310400,230000,80400
SO-01172,2025-04-28,C0083,P001,2,65000,0,130000,84000,46000
SO-01173,2025-04-28,C0420,P007,1,98000,0,98000,70000,28000
SO-01174,2025-04-28,C0129,P010,6,72000,0.08,397440,288000,109440
SO-01175,2025-04-28,C0103,P001,2,65000,0,130000,84000,46000
SO-01176,2025-04-28,C0261,P007,8,98000,0.1,705600,560000,145600
SO-01177,2025-04-28,C0385,P002,13,59000,0.1,690300,494000,196300
SO-01178,2025-04-28,C0098,P007,6,98000,0.08,540960,420000,120960
SO-01179,2025-04-28,C0237,P011,12,27000,0.1,291600,192000,99600
SO-01180,2025-04-28,C0377,P001,2,65000,0.03,126100,84000,42100
SO-01181,2025-04-28,C0036,P002,2,59000,0.03,114460,76000,38460
SO-01182,2025-04-29,C0299,P006,4,130000,0.05,494000,340000,154000
SO-01183,2025-04-29,C0262,P006,6,130000,0.08,717600,510000,207600
SO-01184,2025-04-29,C0246,P005,1,180000,0.03,174600,120000,54600
SO-01185,2025-04-29,C0083,P003,4,140000,0.05,532000,380000,152000
SO-01186,2025-04-29,C0012,P004,2,47000,0,94000,56000,38000
SO-01187,2025-04-29,C0176,P002,2,59000,0.03,114460,76000,38460
SO-01188,2025-04-29,C0072,P012,1,320000,0.03,310400,230000,80400
SO-01189,2025-04-29,C0130,P004,4,47000,0.03,182360,112000,70360
SO-01190,2025-04-29,C0250,P004,5,47000,0.05,223250,140000,83250
SO-01191,2025-04-29,C0249,P004,1,47000,0.05,44650,28000,16650
SO-01192,2025-04-29,C0207,P011,4,27000,0,108000,64000,44000
SO-01193,2025-04-29,C0205,P010,1,72000,0.05,68400,48000,20400
SO-01194,2025-04-29,C0391,P002,1,59000,0,59000,38000,21000
SO-01195,2025-04-30,C0144,P007,1,98000,0,98000,70000,28000
SO-01196,2025-04-30,C0226,P001,12,65000,0.05,741000,504000,237000
SO-01197,2025-04-30,C0354,P010,3,72000,0,216000,144000,72000
SO-01198,2025-04-30,C0384,P001,2,65000,0,130000,84000,46000
SO-01199,2025-04-30,C0152,P010,13,72000,0.1,842400,624000,218400
SO-01200,2025-04-30,C0312,P009,14,690000,0.08,8887200,7280000,1607200
SO-01201,2025-04-30,C0255,P001,1,65000,0,65000,42000,23000
SO-01202,2025-04-30,C0051,P002,4,59000,0.05,224200,152000,72200
SO-01203,2025-04-30,C0144,P004,2,47000,0.05,89300,56000,33300
SO-01204,2025-05-01,C0300,P005,2,180000,0,360000,240000,120000
SO-01205,2025-05-01,C0236,P008,1,420000,0.05,399000,310000,89000
SO-01206,2025-05-01,C0315,P001,2,65000,0.05,123500,84000,39500
SO-01207,2025-05-01,C0367,P007,4,98000,0.05,372400,280000,92400
SO-01208,2025-05-01,C0358,P005,9,180000,0.12,1425600,1080000,345600
SO-01209,2025-05-01,C0068,P008,6,420000,0.05,2394000,1860000,534000
SO-01210,2025-05-01,C0351,P010,2,72000,0,144000,96000,48000
SO-01211,2025-05-01,C0349,P011,11,27000,0.08,273240,176000,97240
SO-01212,2025-05-01,C0005,P001,2,65000,0.03,126100,84000,42100
SO-01213,2025-05-01,C0418,P002,4,59000,0,236000,152000,84000
SO-01214,2025-05-01,C0269,P011,3,27000,0,81000,48000,33000
SO-01215,2025-05-02,C0030,P005,2,180000,0,360000,240000,120000
SO-01216,2025-05-02,C0138,P004,4,47000,0.1,169200,112000,57200
SO-01217,2025-05-02,C0187,P011,5,27000,0.03,130950,80000,50950
SO-01218,2025-05-02,C0269,P007,4,98000,0,392000,280000,112000
SO-01219,2025-05-02,C0290,P001,2,65000,0,130000,84000,46000
SO-01220,2025-05-02,C0408,P002,7,59000,0.12,363440,266000,97440
SO-01221,2025-05-02,C0072,P001,2,65000,0.05,123500,84000,39500
SO-01222,2025-05-02,C0394,P004,10,47000,0.08,432400,280000,152400
SO-01223,2025-05-02,C0274,P004,5,47000,0.05,223250,140000,83250
SO-01224,2025-05-02,C0188,P006,13,130000,0.08,1554800,1105000,449800
SO-01225,2025-05-02,C0218,P006,2,130000,0,260000,170000,90000
SO-01226,2025-05-02,C0080,P004,3,47000,0.03,136770,84000,52770
SO-01227,2025-05-02,C0373,P008,3,420000,0,1260000,930000,330000
SO-01228,2025-05-02,C0136,P001,2,65000,0.03,126100,84000,42100
SO-01229,2025-05-02,C0379,P003,3,140000,0,420000,285000,135000
SO-01230,2025-05-02,C0151,P001,1,65000,0,65000,42000,23000
SO-01231,2025-05-02,C0133,P002,1,59000,0.05,56050,38000,18050
SO-01232,2025-05-02,C0200,P007,3,98000,0.05,279300,210000,69300
SO-01233,2025-05-03,C0065,P007,14,98000,0.08,1262240,980000,282240
SO-01234,2025-05-04,C0009,P001,4,65000,0.1,234000,168000,66000
SO-01235,2025-05-04,C0363,P012,12,320000,0.12,3379200,2760000,619200
SO-01236,2025-05-04,C0056,P002,13,59000,0.08,705640,494000,211640
SO-01237,2025-05-04,C0224,P003,4,140000,0,560000,380000,180000
SO-01238,2025-05-04,C0258,P002,13,59000,0.05,728650,494000,234650
SO-01239,2025-05-04,C0022,P010,5,72000,0,360000,240000,120000
SO-01240,2025-05-04,C0146,P011,2,27000,0.08,49680,32000,17680
SO-01241,2025-05-05,C0303,P010,4,72000,0,288000,192000,96000
SO-01242,2025-05-05,C0320,P003,3,140000,0.05,399000,285000,114000
SO-01243,2025-05-05,C0418,P006,4,130000,0.03,504400,340000,164400
SO-01244,2025-05-05,C0122,P005,13,180000,0.12,2059200,1560000,499200
SO-01245,2025-05-05,C0078,P011,2,27000,0,54000,32000,22000
SO-01246,2025-05-05,C0247,P011,2,27000,0,54000,32000,22000
SO-01247,2025-05-05,C0062,P001,14,65000,0.05,864500,588000,276500
SO-01248,2025-05-05,C0143,P005,4,180000,0,720000,480000,240000
SO-01249,2025-05-05,C0070,P011,9,27000,0.12,213840,144000,69840
SO-01250,2025-05-05,C0221,P001,1,65000,0.05,61750,42000,19750
SO-01251,2025-05-05,C0307,P007,1,98000,0.05,93100,70000,23100
SO-01252,2025-05-06,C0402,P010,4,72000,0.03,279360,192000,87360
SO-01253,2025-05-06,C0323,P004,7,47000,0.08,302680,196000,106680
SO-01254,2025-05-06,C0262,P011,3,27000,0.12,71280,48000,23280
SO-01255,2025-05-06,C0124,P011,2,27000,0.03,52380,32000,20380
SO-01256,2025-05-06,C0283,P008,2,420000,0,840000,620000,220000
SO-01257,2025-05-06,C0316,P011,2,27000,0,54000,32000,22000
SO-01258,2025-05-06,C0009,P006,11,130000,0.05,1358500,935000,423500
SO-01259,2025-05-06,C0181,P004,5,47000,0,235000,140000,95000
SO-01260,2025-05-06,C0049,P011,4,27000,0.1,97200,64000,33200
SO-01261,2025-05-06,C0186,P007,2,98000,0.05,186200,140000,46200
SO-01262,2025-05-06,C0215,P004,2,47000,0.1,84600,56000,28600
SO-01263,2025-05-06,C0152,P011,10,27000,0.08,248400,160000,88400
SO-01264,2025-05-07,C0166,P007,5,98000,0.05,465500,350000,115500
SO-01265,2025-05-07,C0167,P005,4,180000,0.03,698400,480000,218400
SO-01266,2025-05-07,C0119,P005,10,180000,0.1,1620000,1200000,420000
SO-01267,2025-05-07,C0137,P002,13,59000,0.05,728650,494000,234650
SO-01268,2025-05-07,C0120,P010,2,72000,0,144000,96000,48000
SO-01269,2025-05-07,C0006,P011,1,27000,0,27000,16000,11000
SO-01270,2025-05-07,C0374,P002,1,59000,0.03,57230,38000,19230
SO-01271,2025-05-07,C0060,P002,3,59000,0.08,162840,114000,48840
SO-01272,2025-05-07,C0103,P004,1,47000,0.03,45590,28000,17590
SO-01273,2025-05-07,C0112,P005,3,180000,0,540000,360000,180000
SO-01274,2025-05-07,C0129,P006,12,130000,0.05,1482000,1020000,462000
SO-01275,2025-05-07,C0299,P007,4,98000,0.05,372400,280000,92400
SO-01276,2025-05-07,C0166,P005,1,180000,0,180000,120000,60000
SO-01277,2025-05-07,C0088,P003,12,140000,0.08,1545600,1140000,405600
SO-01278,2025-05-07,C0286,P002,14,59000,0.12,726880,532000,194880
SO-01279,2025-05-08,C0273,P006,3,130000,0,390000,255000,135000
SO-01280,2025-05-08,C0303,P006,1,130000,0.03,126100,85000,41100
SO-01281,2025-05-08,C0191,P007,2,98000,0,196000,140000,56000
SO-01282,2025-05-08,C0138,P001,8,65000,0.05,494000,336000,158000
SO-01283,2025-05-08,C0406,P008,3,420000,0.03,1222200,930000,292200
SO-01284,2025-05-08,C0118,P001,14,65000,0.12,800800,588000,212800
SO-01285,2025-05-08,C0171,P007,5,98000,0.03,475300,350000,125300
SO-01286,2025-05-08,C0220,P007,11,98000,0.05,1024100,770000,254100
SO-01287,2025-05-08,C0310,P009,14,690000,0.05,9177000,7280000,1897000
SO-01288,2025-05-08,C0025,P002,4,59000,0.12,207680,152000,55680
SO-01289,2025-05-08,C0007,P005,5,180000,0.08,828000,600000,228000
SO-01290,2025-05-08,C0376,P007,12,98000,0.08,1081920,840000,241920
SO-01291,2025-05-08,C0094,P011,4,27000,0.1,97200,64000,33200
SO-01292,2025-05-08,C0133,P010,3,72000,0.03,209520,144000,65520
SO-01293,2025-05-08,C0386,P003,5,140000,0.05,665000,475000,190000
SO-01294,2025-05-09,C0385,P003,9,140000,0.08,1159200,855000,304200
SO-01295,2025-05-09,C0112,P001,5,65000,0,325000,210000,115000
SO-01296,2025-05-09,C0109,P007,1,98000,0,98000,70000,28000
SO-01297,2025-05-09,C0172,P010,14,72000,0.1,907200,672000,235200
SO-01298,2025-05-09,C0368,P006,3,130000,0,390000,255000,135000
SO-01299,2025-05-09,C0233,P011,2,27000,0.05,51300,32000,19300
SO-01300,2025-05-09,C0135,P004,4,47000,0.03,182360,112000,70360
SO-01301,2025-05-09,C0042,P009,1,690000,0,690000,520000,170000
SO-01302,2025-05-09,C0111,P007,5,98000,0.08,450800,350000,100800
SO-01303,2025-05-09,C0014,P002,2,59000,0.03,114460,76000,38460
SO-01304,2025-05-09,C0266,P004,2,47000,0.03,91180,56000,35180
SO-01305,2025-05-09,C0007,P002,7,59000,0.05,392350,266000,126350
SO-01306,2025-05-09,C0116,P001,3,65000,0,195000,126000,69000
SO-01307,2025-05-10,C0067,P011,14,27000,0.08,347760,224000,123760
SO-01308,2025-05-10,C0255,P001,2,65000,0,130000,84000,46000
SO-01309,2025-05-10,C0141,P010,2,72000,0,144000,96000,48000
SO-01310,2025-05-10,C0016,P004,12,47000,0.12,496320,336000,160320
SO-01311,2025-05-11,C0145,P007,2,98000,0.05,186200,140000,46200
SO-01312,2025-05-11,C0337,P001,5,65000,0.08,299000,210000,89000
SO-01313,2025-05-11,C0343,P001,1,65000,0.03,63050,42000,21050
SO-01314,2025-05-11,C0108,P007,1,98000,0,98000,70000,28000
SO-01315,2025-05-11,C0241,P005,1,180000,0,180000,120000,60000
SO-01316,2025-05-11,C0010,P004,4,47000,0,188000,112000,76000
SO-01317,2025-05-11,C0321,P002,3,59000,0.05,168150,114000,54150
SO-01318,2025-05-11,C0120,P001,1,65000,0.05,61750,42000,19750
SO-01319,2025-05-12,C0283,P004,2,47000,0,94000,56000,38000
SO-01320,2025-05-12,C0119,P004,2,47000,0.05,89300,56000,33300
SO-01321,2025-05-12,C0374,P002,2,59000,0,118000,76000,42000
SO-01322,2025-05-12,C0282,P004,1,47000,0,47000,28000,19000
SO-01323,2025-05-12,C0217,P007,12,98000,0.12,1034880,840000,194880
SO-01324,2025-05-12,C0271,P010,2,72000,0,144000,96000,48000
SO-01325,2025-05-12,C0008,P011,5,27000,0.05,128250,80000,48250
SO-01326,2025-05-12,C0311,P011,3,27000,0,81000,48000,33000
SO-01327,2025-05-12,C0241,P004,5,47000,0,235000,140000,95000
SO-01328,2025-05-12,C0221,P004,2,47000,0,94000,56000,38000
SO-01329,2025-05-12,C0022,P007,4,98000,0,392000,280000,112000
SO-01330,2025-05-12,C0183,P004,11,47000,0.05,491150,308000,183150
SO-01331,2025-05-12,C0161,P007,14,98000,0.05,1303400,980000,323400
SO-01332,2025-05-13,C0148,P002,3,59000,0,177000,114000,63000
SO-01333,2025-05-13,C0229,P004,2,47000,0,94000,56000,38000
SO-01334,2025-05-13,C0066,P010,2,72000,0.03,139680,96000,43680
SO-01335,2025-05-13,C0108,P010,5,72000,0.05,342000,240000,102000
SO-01336,2025-05-13,C0267,P006,5,130000,0.1,585000,425000,160000
SO-01337,2025-05-13,C0125,P002,3,59000,0,177000,114000,63000
SO-01338,2025-05-13,C0311,P003,4,140000,0.05,532000,380000,152000
SO-01339,2025-05-13,C0338,P009,2,690000,0,1380000,1040000,340000
SO-01340,2025-05-13,C0241,P010,4,72000,0,288000,192000,96000
SO-01341,2025-05-13,C0415,P010,4,72000,0.12,253440,192000,61440
SO-01342,2025-05-13,C0179,P010,7,72000,0.08,463680,336000,127680
SO-01343,2025-05-13,C0309,P001,3,65000,0.05,185250,126000,59250
SO-01344,2025-05-13,C0344,P004,1,47000,0.05,44650,28000,16650
SO-01345,2025-05-13,C0153,P006,1,130000,0.05,123500,85000,38500
SO-01346,2025-05-13,C0319,P010,4,72000,0.03,279360,192000,87360
SO-01347,2025-05-13,C0115,P009,3,690000,0,2070000,1560000,510000
SO-01348,2025-05-13,C0162,P007,4,98000,0,392000,280000,112000
SO-01349,2025-05-14,C0043,P001,4,65000,0.1,234000,168000,66000
SO-01350,2025-05-14,C0166,P010,4,72000,0.03,279360,192000,87360
SO-01351,2025-05-14,C0386,P010,4,72000,0.05,273600,192000,81600
SO-01352,2025-05-14,C0343,P004,3,47000,0.03,136770,84000,52770
SO-01353,2025-05-15,C0054,P010,2,72000,0,144000,96000,48000
SO-01354,2025-05-15,C0018,P011,13,27000,0.05,333450,208000,125450
SO-01355,2025-05-15,C0259,P002,9,59000,0.08,488520,342000,146520
SO-01356,2025-05-15,C0411,P006,1,130000,0,130000,85000,45000
SO-01357,2025-05-15,C0027,P011,2,27000,0,54000,32000,22000
SO-01358,2025-05-15,C0296,P005,6,180000,0.12,950400,720000,230400
SO-01359,2025-05-15,C0315,P010,1,72000,0.05,68400,48000,20400
SO-01360,2025-05-15,C0399,P006,2,130000,0,260000,170000,90000
SO-01361,2025-05-15,C0343,P009,5,690000,0.05,3277500,2600000,677500
SO-01362,2025-05-15,C0307,P003,2,140000,0.03,271600,190000,81600
SO-01363,2025-05-15,C0024,P002,2,59000,0.05,112100,76000,36100
SO-01364,2025-05-15,C0224,P001,5,65000,0,325000,210000,115000
SO-01365,2025-05-15,C0011,P010,1,72000,0,72000,48000,24000
SO-01366,2025-05-15,C0217,P002,4,59000,0.12,207680,152000,55680
SO-01367,2025-05-16,C0281,P007,1,98000,0.05,93100,70000,23100
SO-01368,2025-05-16,C0325,P002,2,59000,0.03,114460,76000,38460
SO-01369,2025-05-16,C0342,P002,2,59000,0.08,108560,76000,32560
SO-01370,2025-05-16,C0410,P001,3,65000,0.1,175500,126000,49500
SO-01371,2025-05-16,C0297,P004,2,47000,0.05,89300,56000,33300
SO-01372,2025-05-16,C0152,P007,3,98000,0.12,258720,210000,48720
SO-01373,2025-05-16,C0146,P011,4,27000,0.08,99360,64000,35360
SO-01374,2025-05-16,C0023,P003,6,140000,0.08,772800,570000,202800
SO-01375,2025-05-16,C0159,P004,3,47000,0.05,133950,84000,49950
SO-01376,2025-05-17,C0117,P003,4,140000,0.05,532000,380000,152000
SO-01377,2025-05-17,C0354,P007,3,98000,0.05,279300,210000,69300
SO-01378,2025-05-17,C0308,P005,3,180000,0.05,513000,360000,153000
SO-01379,2025-05-19,C0417,P001,5,65000,0,325000,210000,115000
SO-01380,2025-05-19,C0233,P001,2,65000,0.03,126100,84000,42100
SO-01381,2025-05-19,C0275,P010,12,72000,0.08,794880,576000,218880
SO-01382,2025-05-19,C0389,P003,2,140000,0.05,266000,190000,76000
SO-01383,2025-05-19,C0395,P002,1,59000,0,59000,38000,21000
SO-01384,2025-05-19,C0393,P011,2,27000,0.03,52380,32000,20380
SO-01385,2025-05-19,C0169,P003,5,140000,0,700000,475000,225000
SO-01386,2025-05-19,C0111,P002,2,59000,0.05,112100,76000,36100
SO-01387,2025-05-19,C0354,P007,3,98000,0,294000,210000,84000
SO-01388,2025-05-19,C0110,P007,13,98000,0.12,1121120,910000,211120
SO-01389,2025-05-19,C0094,P007,9,98000,0.1,793800,630000,163800
SO-01390,2025-05-19,C0235,P001,2,65000,0.05,123500,84000,39500
SO-01391,2025-05-19,C0187,P011,3,27000,0,81000,48000,33000
SO-01392,2025-05-19,C0376,P011,2,27000,0.08,49680,32000,17680
SO-01393,2025-05-20,C0343,P002,2,59000,0.05,112100,76000,36100
SO-01394,2025-05-20,C0272,P006,4,130000,0.05,494000,340000,154000
SO-01395,2025-05-20,C0271,P001,1,65000,0.05,61750,42000,19750
SO-01396,2025-05-20,C0319,P006,3,130000,0,390000,255000,135000
SO-01397,2025-05-20,C0095,P001,9,65000,0.12,514800,378000,136800
SO-01398,2025-05-20,C0348,P005,1,180000,0.05,171000,120000,51000
SO-01399,2025-05-20,C0399,P003,4,140000,0.05,532000,380000,152000
SO-01400,2025-05-20,C0230,P001,10,65000,0.12,572000,420000,152000
SO-01401,2025-05-20,C0099,P009,14,690000,0.05,9177000,7280000,1897000
SO-01402,2025-05-21,C0091,P005,5,180000,0.05,855000,600000,255000
SO-01403,2025-05-21,C0261,P011,12,27000,0.05,307800,192000,115800
SO-01404,2025-05-21,C0009,P001,6,65000,0.08,358800,252000,106800
SO-01405,2025-05-21,C0277,P002,2,59000,0.03,114460,76000,38460
SO-01406,2025-05-21,C0206,P011,1,27000,0,27000,16000,11000
SO-01407,2025-05-21,C0160,P003,8,140000,0.05,1064000,760000,304000
SO-01408,2025-05-21,C0170,P008,5,420000,0.12,1848000,1550000,298000
SO-01409,2025-05-21,C0317,P011,2,27000,0,54000,32000,22000
SO-01410,2025-05-21,C0051,P009,5,690000,0,3450000,2600000,850000
SO-01411,2025-05-21,C0364,P011,7,27000,0.08,173880,112000,61880
