HearingID,Date,CourtID,CaseType,Mode,DurationMinutes,Adjourned,TechIssue
HRG-02172,2025-04-02,CT3,Commercial,In-person,25,N,N
HRG-02173,2025-04-02,CT3,Civil,In-person,56,N,N
HRG-02174,2025-04-02,CT3,Appeal,In-person,49,N,N
HRG-02175,2025-04-02,CT3,Civil,In-person,54,N,N
HRG-02176,2025-04-02,CT3,Family,In-person,73,N,N
HRG-02177,2025-04-02,CT3,Family,In-person,24,N,N
HRG-02178,2025-04-02,CT3,Commercial,In-person,51,N,N
HRG-02179,2025-04-02,CT3,Commercial,In-person,13,N,N
HRG-02180,2025-04-02,CT3,Family,In-person,28,N,N
HRG-02181,2025-04-02,CT3,Civil,In-person,44,N,N
HRG-02182,2025-04-03,CT1,Commercial,In-person,51,N,N
HRG-02183,2025-04-03,CT1,Family,In-person,29,N,N
HRG-02184,2025-04-03,CT1,Civil,In-person,60,Y,N
HRG-02185,2025-04-03,CT1,Criminal,In-person,43,N,N
HRG-02186,2025-04-03,CT1,Civil,In-person,53,N,N
HRG-02187,2025-04-03,CT1,Criminal,In-person,51,Y,N
HRG-02188,2025-04-03,CT1,Civil,In-person,43,Y,N
HRG-02189,2025-04-03,CT1,Family,In-person,53,N,N
HRG-02190,2025-04-03,CT1,Commercial,Hybrid,14,N,N
HRG-02191,2025-04-03,CT1,Appeal,In-person,48,N,N
HRG-02192,2025-04-03,CT1,Civil,In-person,74,N,N
HRG-02193,2025-04-03,CT1,Criminal,Virtual,46,N,Y
HRG-02194,2025-04-03,CT1,Civil,In-person,28,N,N
HRG-02195,2025-04-03,CT2,Appeal,In-person,42,N,N
HRG-02196,2025-04-03,CT2,Criminal,In-person,46,N,N
HRG-02197,2025-04-03,CT2,Commercial,In-person,17,N,N
HRG-02198,2025-04-03,CT2,Appeal,In-person,66,N,N
HRG-02199,2025-04-03,CT2,Civil,In-person,41,N,N
HRG-02200,2025-04-03,CT2,Criminal,In-person,31,N,N
HRG-02201,2025-04-03,CT2,Criminal,In-person,42,Y,N
HRG-02202,2025-04-03,CT2,Civil,In-person,28,N,N
HRG-02203,2025-04-03,CT2,Criminal,In-person,67,N,N
HRG-02204,2025-04-03,CT2,Commercial,In-person,59,N,N
HRG-02205,2025-04-03,CT3,Criminal,In-person,47,Y,N
HRG-02206,2025-04-03,CT3,Civil,In-person,67,N,N
HRG-02207,2025-04-03,CT3,Family,In-person,35,N,N
HRG-02208,2025-04-03,CT3,Commercial,In-person,41,Y,N
HRG-02209,2025-04-03,CT3,Civil,In-person,20,N,N
HRG-02210,2025-04-03,CT3,Criminal,In-person,62,N,N
HRG-02211,2025-04-03,CT3,Criminal,In-person,51,N,N
HRG-02212,2025-04-03,CT3,Civil,In-person,43,N,N
HRG-02213,2025-04-03,CT3,Civil,In-person,72,N,N
HRG-02214,2025-04-03,CT3,Civil,In-person,62,N,N
HRG-02215,2025-04-03,CT3,Family,In-person,44,N,N
HRG-02216,2025-04-03,CT3,Criminal,In-person,51,N,N
HRG-02217,2025-04-04,CT1,Appeal,In-person,53,N,N
HRG-02218,2025-04-04,CT1,Family,Virtual,31,N,N
HRG-02219,2025-04-04,CT1,Family,In-person,59,N,N
HRG-02220,2025-04-04,CT1,Commercial,In-person,52,Y,N
HRG-02221,2025-04-04,CT1,Civil,In-person,32,Y,N
HRG-02222,2025-04-04,CT1,Criminal,In-person,54,N,N
HRG-02223,2025-04-04,CT1,Criminal,Virtual,25,N,N
HRG-02224,2025-04-04,CT1,Civil,In-person,19,N,N
HRG-02225,2025-04-04,CT1,Family,In-person,16,N,N
HRG-02226,2025-04-04,CT1,Commercial,In-person,61,N,N
HRG-02227,2025-04-04,CT1,Commercial,In-person,18,N,N
HRG-02228,2025-04-04,CT2,Appeal,In-person,28,Y,N
HRG-02229,2025-04-04,CT2,Criminal,In-person,67,N,N
HRG-02230,2025-04-04,CT2,Criminal,In-person,57,N,N
HRG-02231,2025-04-04,CT2,Civil,In-person,33,N,N
HRG-02232,2025-04-04,CT2,Family,In-person,27,Y,N
HRG-02233,2025-04-04,CT3,Criminal,In-person,30,Y,N
HRG-02234,2025-04-04,CT3,Commercial,In-person,34,N,N
HRG-02235,2025-04-04,CT3,Commercial,In-person,34,N,N
HRG-02236,2025-04-04,CT3,Criminal,In-person,32,N,N
HRG-02237,2025-04-04,CT3,Civil,In-person,31,N,N
HRG-02238,2025-04-04,CT3,Criminal,In-person,39,Y,N
HRG-02239,2025-04-04,CT3,Appeal,In-person,73,N,N
HRG-02240,2025-04-04,CT3,Commercial,In-person,40,N,N
HRG-02241,2025-04-04,CT3,Criminal,In-person,55,N,N
HRG-02242,2025-04-04,CT3,Civil,In-person,46,N,N
HRG-02243,2025-04-04,CT3,Appeal,Virtual,36,N,N
HRG-02244,2025-04-04,CT3,Family,In-person,54,N,N
HRG-02245,2025-04-07,CT1,Appeal,In-person,68,N,N
HRG-02246,2025-04-07,CT1,Commercial,In-person,58,N,N
HRG-02247,2025-04-07,CT1,Civil,In-person,34,N,N
HRG-02248,2025-04-07,CT1,Civil,Hybrid,52,Y,Y
HRG-02249,2025-04-07,CT1,Civil,Virtual,54,Y,Y
HRG-02250,2025-04-07,CT1,Criminal,In-person,62,N,N
HRG-02251,2025-04-07,CT1,Criminal,In-person,38,Y,N
HRG-02252,2025-04-07,CT1,Civil,In-person,49,N,N
HRG-02253,2025-04-07,CT1,Civil,In-person,56,N,N
HRG-02254,2025-04-07,CT1,Commercial,In-person,54,N,N
HRG-02255,2025-04-07,CT1,Criminal,Virtual,53,Y,N
HRG-02256,2025-04-07,CT1,Commercial,In-person,63,N,N
HRG-02257,2025-04-07,CT1,Commercial,In-person,46,N,N
HRG-02258,2025-04-07,CT1,Civil,In-person,42,N,N
HRG-02259,2025-04-07,CT1,Civil,In-person,31,Y,N
HRG-02260,2025-04-07,CT1,Appeal,In-person,38,N,N
HRG-02261,2025-04-07,CT1,Civil,In-person,57,N,N
HRG-02262,2025-04-07,CT2,Commercial,In-person,70,Y,N
HRG-02263,2025-04-07,CT2,Commercial,In-person,58,N,N
HRG-02264,2025-04-07,CT2,Appeal,In-person,37,N,N
HRG-02265,2025-04-07,CT2,Criminal,Virtual,40,N,N
HRG-02266,2025-04-07,CT2,Family,Hybrid,23,Y,Y
HRG-02267,2025-04-07,CT2,Commercial,In-person,51,N,N
HRG-02268,2025-04-07,CT2,Civil,In-person,57,Y,N
HRG-02269,2025-04-07,CT2,Family,Hybrid,42,Y,Y
HRG-02270,2025-04-07,CT2,Civil,In-person,52,Y,N
HRG-02271,2025-04-07,CT2,Criminal,Hybrid,56,N,N
HRG-02272,2025-04-07,CT3,Commercial,In-person,58,N,N
HRG-02273,2025-04-07,CT3,Criminal,In-person,47,Y,N
HRG-02274,2025-04-07,CT3,Civil,In-person,56,N,N
HRG-02275,2025-04-07,CT3,Criminal,In-person,54,Y,N
HRG-02276,2025-04-07,CT3,Appeal,In-person,44,Y,N
HRG-02277,2025-04-07,CT3,Civil,In-person,59,N,N
HRG-02278,2025-04-07,CT3,Appeal,In-person,55,N,N
HRG-02279,2025-04-08,CT1,Criminal,In-person,50,N,N
HRG-02280,2025-04-08,CT1,Family,In-person,56,N,N
HRG-02281,2025-04-08,CT1,Criminal,In-person,42,N,N
HRG-02282,2025-04-08,CT1,Commercial,In-person,48,N,N
HRG-02283,2025-04-08,CT1,Civil,In-person,57,Y,N
HRG-02284,2025-04-08,CT1,Civil,In-person,43,N,N
HRG-02285,2025-04-08,CT1,Family,In-person,37,N,N
HRG-02286,2025-04-08,CT1,Family,In-person,48,N,N
HRG-02287,2025-04-08,CT1,Civil,Virtual,47,N,N
HRG-02288,2025-04-08,CT1,Criminal,Virtual,52,N,N
HRG-02289,2025-04-08,CT1,Civil,Virtual,30,N,N
HRG-02290,2025-04-08,CT1,Commercial,In-person,29,Y,N
HRG-02291,2025-04-08,CT1,Civil,In-person,63,Y,N
HRG-02292,2025-04-08,CT1,Civil,In-person,29,N,N
HRG-02293,2025-04-08,CT2,Criminal,In-person,29,Y,N
HRG-02294,2025-04-08,CT2,Civil,In-person,34,N,N
HRG-02295,2025-04-08,CT2,Civil,In-person,81,N,N
HRG-02296,2025-04-08,CT2,Commercial,In-person,62,N,N
HRG-02297,2025-04-08,CT2,Civil,In-person,73,N,N
HRG-02298,2025-04-08,CT2,Criminal,In-person,30,N,N
HRG-02299,2025-04-08,CT3,Civil,In-person,72,Y,N
HRG-02300,2025-04-08,CT3,Civil,In-person,50,Y,N
HRG-02301,2025-04-08,CT3,Appeal,In-person,55,N,N
HRG-02302,2025-04-08,CT3,Appeal,In-person,32,N,N
HRG-02303,2025-04-08,CT3,Civil,In-person,54,N,N
HRG-02304,2025-04-08,CT3,Criminal,In-person,51,Y,N
HRG-02305,2025-04-08,CT3,Criminal,In-person,37,Y,N
HRG-02306,2025-04-08,CT3,Civil,In-person,58,N,N
HRG-02307,2025-04-08,CT3,Civil,In-person,36,N,N
HRG-02308,2025-04-08,CT3,Family,In-person,36,N,N
HRG-02309,2025-04-08,CT3,Criminal,In-person,57,N,N
HRG-02310,2025-04-08,CT3,Criminal,In-person,21,N,N
HRG-02311,2025-04-08,CT3,Civil,In-person,54,N,N
HRG-02312,2025-04-09,CT1,Commercial,In-person,52,Y,N
HRG-02313,2025-04-09,CT1,Criminal,In-person,52,N,N
HRG-02314,2025-04-09,CT1,Criminal,In-person,20,N,N
HRG-02315,2025-04-09,CT1,Family,Virtual,40,Y,N
HRG-02316,2025-04-09,CT1,Commercial,Virtual,47,N,N
HRG-02317,2025-04-09,CT1,Appeal,In-person,44,N,N
HRG-02318,2025-04-09,CT1,Civil,Virtual,17,Y,Y
HRG-02319,2025-04-09,CT1,Civil,In-person,36,N,N
HRG-02320,2025-04-09,CT1,Family,Virtual,16,N,N
HRG-02321,2025-04-09,CT1,Civil,Virtual,66,N,Y
HRG-02322,2025-04-09,CT1,Civil,In-person,54,N,N
HRG-02323,2025-04-09,CT1,Commercial,Virtual,30,N,N
HRG-02324,2025-04-09,CT1,Commercial,In-person,45,N,N
HRG-02325,2025-04-09,CT1,Family,In-person,59,N,N
HRG-02326,2025-04-09,CT1,Criminal,In-person,30,N,N
HRG-02327,2025-04-09,CT1,Civil,In-person,48,Y,N
HRG-02328,2025-04-09,CT2,Civil,In-person,37,N,N
HRG-02329,2025-04-09,CT2,Criminal,Virtual,40,N,N
HRG-02330,2025-04-09,CT2,Civil,In-person,48,Y,N
HRG-02331,2025-04-09,CT2,Civil,Virtual,31,Y,N
HRG-02332,2025-04-09,CT2,Criminal,In-person,33,N,N
HRG-02333,2025-04-09,CT2,Civil,In-person,42,N,N
HRG-02334,2025-04-09,CT2,Family,In-person,45,N,N
HRG-02335,2025-04-09,CT2,Family,In-person,21,N,N
HRG-02336,2025-04-09,CT2,Criminal,In-person,58,N,N
HRG-02337,2025-04-09,CT3,Civil,In-person,54,Y,N
HRG-02338,2025-04-09,CT3,Criminal,In-person,43,Y,N
HRG-02339,2025-04-09,CT3,Civil,In-person,44,N,N
HRG-02340,2025-04-09,CT3,Appeal,In-person,18,N,N
HRG-02341,2025-04-09,CT3,Family,In-person,59,N,N
HRG-02342,2025-04-09,CT3,Appeal,In-person,67,N,N
HRG-02343,2025-04-09,CT3,Civil,In-person,45,N,N
HRG-02344,2025-04-09,CT3,Family,In-person,55,N,N
HRG-02345,2025-04-09,CT3,Criminal,In-person,54,N,N
HRG-02346,2025-04-10,CT1,Civil,In-person,76,N,N
HRG-02347,2025-04-10,CT1,Civil,Virtual,16,N,N
HRG-02348,2025-04-10,CT1,Civil,In-person,51,N,N
HRG-02349,2025-04-10,CT1,Civil,In-person,60,N,N
HRG-02350,2025-04-10,CT1,Civil,Virtual,50,N,N
HRG-02351,2025-04-10,CT1,Commercial,Virtual,44,N,N
HRG-02352,2025-04-10,CT1,Criminal,In-person,67,N,N
HRG-02353,2025-04-10,CT1,Appeal,In-person,81,N,N
HRG-02354,2025-04-10,CT1,Commercial,In-person,45,N,N
HRG-02355,2025-04-10,CT1,Criminal,In-person,40,N,N
HRG-02356,2025-04-10,CT1,Criminal,Virtual,10,Y,N
HRG-02357,2025-04-10,CT1,Civil,In-person,37,N,N
HRG-02358,2025-04-10,CT1,Criminal,In-person,76,Y,N
HRG-02359,2025-04-10,CT1,Commercial,In-person,37,N,N
HRG-02360,2025-04-10,CT1,Commercial,In-person,27,N,N
HRG-02361,2025-04-10,CT2,Civil,In-person,52,N,N
HRG-02362,2025-04-10,CT2,Civil,In-person,55,N,N
HRG-02363,2025-04-10,CT2,Commercial,In-person,42,Y,N
HRG-02364,2025-04-10,CT2,Civil,In-person,56,N,N
HRG-02365,2025-04-10,CT2,Family,In-person,89,N,N
HRG-02366,2025-04-10,CT2,Commercial,In-person,64,Y,N
HRG-02367,2025-04-10,CT3,Criminal,In-person,59,N,N
HRG-02368,2025-04-10,CT3,Family,In-person,68,N,N
HRG-02369,2025-04-10,CT3,Civil,In-person,19,N,N
HRG-02370,2025-04-10,CT3,Criminal,In-person,48,N,N
HRG-02371,2025-04-10,CT3,Civil,In-person,31,Y,N
HRG-02372,2025-04-10,CT3,Civil,In-person,33,Y,N
HRG-02373,2025-04-10,CT3,Civil,In-person,53,N,N
HRG-02374,2025-04-10,CT3,Commercial,In-person,47,N,N
HRG-02375,2025-04-10,CT3,Civil,In-person,49,Y,N
HRG-02376,2025-04-10,CT3,Appeal,In-person,38,N,N
HRG-02377,2025-04-10,CT3,Appeal,In-person,44,N,N
HRG-02378,2025-04-11,CT1,Civil,Virtual,25,N,N
HRG-02379,2025-04-11,CT1,Civil,Hybrid,42,Y,Y
HRG-02380,2025-04-11,CT1,Appeal,In-person,42,N,N
HRG-02381,2025-04-11,CT1,Criminal,In-person,34,N,N
HRG-02382,2025-04-11,CT1,Civil,Hybrid,45,N,Y
HRG-02383,2025-04-11,CT1,Civil,In-person,66,N,N
HRG-02384,2025-04-11,CT1,Commercial,Virtual,40,Y,N
HRG-02385,2025-04-11,CT1,Civil,In-person,45,N,N
HRG-02386,2025-04-11,CT1,Civil,In-person,72,Y,N
HRG-02387,2025-04-11,CT1,Civil,Virtual,29,Y,N
HRG-02388,2025-04-11,CT1,Criminal,In-person,55,N,N
HRG-02389,2025-04-11,CT1,Criminal,Virtual,19,N,N
HRG-02390,2025-04-11,CT1,Criminal,In-person,50,N,N
HRG-02391,2025-04-11,CT1,Civil,In-person,38,Y,N
HRG-02392,2025-04-11,CT1,Commercial,Hybrid,10,N,Y
HRG-02393,2025-04-11,CT1,Family,In-person,36,Y,N
HRG-02394,2025-04-11,CT1,Civil,In-person,56,N,N
HRG-02395,2025-04-11,CT2,Commercial,In-person,59,N,N
HRG-02396,2025-04-11,CT2,Commercial,In-person,10,N,N
HRG-02397,2025-04-11,CT2,Criminal,In-person,51,N,N
HRG-02398,2025-04-11,CT2,Commercial,In-person,52,Y,N
HRG-02399,2025-04-11,CT2,Criminal,In-person,47,Y,N
HRG-02400,2025-04-11,CT2,Family,In-person,71,Y,N
HRG-02401,2025-04-11,CT2,Criminal,In-person,51,Y,N
HRG-02402,2025-04-11,CT3,Civil,In-person,49,Y,N
HRG-02403,2025-04-11,CT3,Commercial,In-person,58,N,N
HRG-02404,2025-04-11,CT3,Civil,In-person,34,N,N
HRG-02405,2025-04-11,CT3,Civil,In-person,30,N,N
HRG-02406,2025-04-11,CT3,Commercial,In-person,73,N,N
HRG-02407,2025-04-11,CT3,Appeal,In-person,57,N,N
HRG-02408,2025-04-11,CT3,Civil,In-person,64,Y,N
HRG-02409,2025-04-11,CT3,Appeal,In-person,55,N,N
HRG-02410,2025-04-11,CT3,Civil,In-person,70,N,N
HRG-02411,2025-04-11,CT3,Civil,In-person,25,N,N
HRG-02412,2025-04-11,CT3,Criminal,In-person,72,Y,N
HRG-02413,2025-04-11,CT3,Criminal,In-person,56,N,N
HRG-02414,2025-04-14,CT1,Civil,In-person,51,Y,N
HRG-02415,2025-04-14,CT1,Civil,In-person,54,Y,N
HRG-02416,2025-04-14,CT1,Criminal,In-person,28,N,N
HRG-02417,2025-04-14,CT1,Criminal,Hybrid,10,Y,N
HRG-02418,2025-04-14,CT1,Civil,In-person,35,N,N
HRG-02419,2025-04-14,CT1,Appeal,In-person,65,N,N
HRG-02420,2025-04-14,CT1,Criminal,In-person,22,N,N
HRG-02421,2025-04-14,CT1,Civil,In-person,56,N,N
HRG-02422,2025-04-14,CT1,Criminal,In-person,30,N,N
HRG-02423,2025-04-14,CT1,Appeal,In-person,37,N,N
HRG-02424,2025-04-14,CT1,Criminal,In-person,32,N,N
HRG-02425,2025-04-14,CT1,Criminal,Virtual,44,N,Y
HRG-02426,2025-04-14,CT1,Commercial,In-person,75,Y,N
HRG-02427,2025-04-14,CT1,Family,In-person,43,N,N
HRG-02428,2025-04-14,CT1,Civil,In-person,50,Y,N
HRG-02429,2025-04-14,CT1,Commercial,Hybrid,37,N,N
HRG-02430,2025-04-14,CT2,Civil,In-person,47,Y,N
HRG-02431,2025-04-14,CT2,Civil,In-person,36,N,N
HRG-02432,2025-04-14,CT2,Civil,In-person,78,Y,N
HRG-02433,2025-04-14,CT2,Family,In-person,20,N,N
HRG-02434,2025-04-14,CT2,Civil,In-person,71,Y,N
HRG-02435,2025-04-14,CT2,Commercial,In-person,40,N,N
HRG-02436,2025-04-14,CT2,Civil,In-person,51,N,N
HRG-02437,2025-04-14,CT3,Civil,In-person,49,N,N
HRG-02438,2025-04-14,CT3,Appeal,In-person,32,N,N
HRG-02439,2025-04-14,CT3,Civil,In-person,65,N,N
HRG-02440,2025-04-14,CT3,Appeal,In-person,38,Y,N
HRG-02441,2025-04-14,CT3,Civil,In-person,33,N,N
HRG-02442,2025-04-14,CT3,Civil,In-person,39,N,N
HRG-02443,2025-04-14,CT3,Civil,In-person,69,N,N
HRG-02444,2025-04-15,CT1,Family,Hybrid,50,N,N
HRG-02445,2025-04-15,CT1,Civil,In-person,64,N,N
HRG-02446,2025-04-15,CT1,Criminal,In-person,57,N,N
HRG-02447,2025-04-15,CT1,Commercial,In-person,37,Y,N
HRG-02448,2025-04-15,CT1,Civil,In-person,10,Y,N
HRG-02449,2025-04-15,CT1,Appeal,In-person,75,N,N
HRG-02450,2025-04-15,CT1,Family,In-person,43,N,N
HRG-02451,2025-04-15,CT1,Civil,In-person,55,N,N
HRG-02452,2025-04-15,CT1,Appeal,In-person,45,Y,N
HRG-02453,2025-04-15,CT1,Civil,In-person,33,Y,N
HRG-02454,2025-04-15,CT2,Civil,In-person,40,N,N
HRG-02455,2025-04-15,CT2,Commercial,Virtual,59,Y,Y
HRG-02456,2025-04-15,CT2,Civil,In-person,58,N,N
HRG-02457,2025-04-15,CT2,Commercial,Virtual,38,N,N
HRG-02458,2025-04-15,CT2,Criminal,In-person,54,N,N
HRG-02459,2025-04-15,CT2,Criminal,Virtual,59,N,N
HRG-02460,2025-04-15,CT2,Civil,In-person,66,N,N
HRG-02461,2025-04-15,CT2,Criminal,In-person,64,N,N
HRG-02462,2025-04-15,CT3,Civil,In-person,22,N,N
HRG-02463,2025-04-15,CT3,Civil,In-person,49,N,N
HRG-02464,2025-04-15,CT3,Civil,In-person,41,Y,N
HRG-02465,2025-04-15,CT3,Appeal,In-person,43,N,N
HRG-02466,2025-04-15,CT3,Criminal,In-person,30,N,N
HRG-02467,2025-04-15,CT3,Family,In-person,63,Y,N
HRG-02468,2025-04-15,CT3,Family,In-person,38,N,N
HRG-02469,2025-04-15,CT3,Criminal,In-person,82,N,N
HRG-02470,2025-04-15,CT3,Civil,In-person,30,N,N
HRG-02471,2025-04-15,CT3,Civil,In-person,45,N,N
HRG-02472,2025-04-15,CT3,Civil,In-person,31,N,N
HRG-02473,2025-04-15,CT3,Appeal,In-person,62,N,N
HRG-02474,2025-04-15,CT3,Family,In-person,54,Y,N
HRG-02475,2025-04-15,CT3,Civil,In-person,66,N,N
HRG-02476,2025-04-15,CT3,Commercial,In-person,35,N,N
HRG-02477,2025-04-16,CT1,Civil,In-person,73,N,N
HRG-02478,2025-04-16,CT1,Criminal,In-person,42,Y,N
HRG-02479,2025-04-16,CT1,Appeal,In-person,57,Y,N
HRG-02480,2025-04-16,CT1,Civil,In-person,64,Y,N
HRG-02481,2025-04-16,CT1,Commercial,In-person,88,N,N
HRG-02482,2025-04-16,CT1,Criminal,In-person,60,N,N
HRG-02483,2025-04-16,CT1,Criminal,In-person,66,Y,N
HRG-02484,2025-04-16,CT1,Commercial,In-person,71,N,N
HRG-02485,2025-04-16,CT1,Criminal,Hybrid,36,N,N
HRG-02486,2025-04-16,CT1,Family,In-person,68,Y,N
HRG-02487,2025-04-16,CT1,Commercial,In-person,15,N,N
HRG-02488,2025-04-16,CT1,Appeal,Virtual,12,N,N
HRG-02489,2025-04-16,CT1,Civil,In-person,26,N,N
HRG-02490,2025-04-16,CT2,Commercial,In-person,49,Y,N
HRG-02491,2025-04-16,CT2,Commercial,Virtual,19,N,N
HRG-02492,2025-04-16,CT2,Civil,In-person,42,N,N
HRG-02493,2025-04-16,CT2,Commercial,In-person,39,N,N
HRG-02494,2025-04-16,CT2,Civil,In-person,60,N,N
HRG-02495,2025-04-16,CT2,Family,Virtual,27,N,N
HRG-02496,2025-04-16,CT2,Commercial,In-person,53,N,N
HRG-02497,2025-04-16,CT3,Commercial,In-person,58,Y,N
HRG-02498,2025-04-16,CT3,Civil,In-person,45,N,N
HRG-02499,2025-04-16,CT3,Civil,In-person,38,N,N
HRG-02500,2025-04-16,CT3,Civil,In-person,47,N,N
HRG-02501,2025-04-16,CT3,Family,In-person,45,N,N
HRG-02502,2025-04-16,CT3,Civil,In-person,51,N,N
HRG-02503,2025-04-16,CT3,Family,In-person,56,N,N
HRG-02504,2025-04-16,CT3,Criminal,In-person,20,Y,N
HRG-02505,2025-04-16,CT3,Criminal,In-person,45,N,N
HRG-02506,2025-04-16,CT3,Criminal,In-person,37,N,N
HRG-02507,2025-04-16,CT3,Commercial,In-person,26,N,N
HRG-02508,2025-04-16,CT3,Criminal,In-person,24,N,N
HRG-02509,2025-04-17,CT1,Commercial,In-person,69,Y,N
HRG-02510,2025-04-17,CT1,Civil,In-person,66,Y,N
HRG-02511,2025-04-17,CT1,Criminal,In-person,62,N,N
HRG-02512,2025-04-17,CT1,Commercial,In-person,89,N,N
HRG-02513,2025-04-17,CT1,Civil,Hybrid,21,Y,N
HRG-02514,2025-04-17,CT1,Commercial,In-person,72,N,N
HRG-02515,2025-04-17,CT1,Criminal,Hybrid,43,N,N
HRG-02516,2025-04-17,CT1,Family,Virtual,31,N,N
HRG-02517,2025-04-17,CT1,Commercial,In-person,42,N,N
HRG-02518,2025-04-17,CT1,Criminal,In-person,46,N,N
HRG-02519,2025-04-17,CT1,Commercial,In-person,43,N,N
HRG-02520,2025-04-17,CT1,Criminal,Virtual,29,N,N
HRG-02521,2025-04-17,CT1,Civil,In-person,55,Y,N
HRG-02522,2025-04-17,CT1,Commercial,Virtual,10,Y,N
HRG-02523,2025-04-17,CT1,Civil,In-person,65,Y,N
HRG-02524,2025-04-17,CT1,Appeal,In-person,32,N,N
HRG-02525,2025-04-17,CT2,Commercial,In-person,45,Y,N
HRG-02526,2025-04-17,CT2,Civil,In-person,42,N,N
HRG-02527,2025-04-17,CT2,Family,In-person,56,Y,N
HRG-02528,2025-04-17,CT2,Family,In-person,72,N,N
HRG-02529,2025-04-17,CT2,Commercial,In-person,59,Y,N
HRG-02530,2025-04-17,CT2,Civil,In-person,45,N,N
HRG-02531,2025-04-17,CT2,Family,In-person,76,N,N
HRG-02532,2025-04-17,CT2,Family,In-person,63,N,N
HRG-02533,2025-04-17,CT2,Civil,In-person,67,Y,N
HRG-02534,2025-04-17,CT3,Family,In-person,38,N,N
HRG-02535,2025-04-17,CT3,Civil,In-person,44,N,N
HRG-02536,2025-04-17,CT3,Family,In-person,60,N,N
HRG-02537,2025-04-17,CT3,Family,In-person,43,N,N
HRG-02538,2025-04-17,CT3,Civil,In-person,48,N,N
HRG-02539,2025-04-17,CT3,Commercial,In-person,44,N,N
HRG-02540,2025-04-17,CT3,Commercial,In-person,71,Y,N
HRG-02541,2025-04-17,CT3,Criminal,In-person,46,Y,N
HRG-02542,2025-04-17,CT3,Civil,In-person,64,N,N
HRG-02543,2025-04-17,CT3,Civil,In-person,61,Y,N
HRG-02544,2025-04-17,CT3,Civil,In-person,49,N,N
HRG-02545,2025-04-17,CT3,Commercial,In-person,56,Y,N
HRG-02546,2025-04-18,CT1,Family,Virtual,20,N,N
HRG-02547,2025-04-18,CT1,Criminal,In-person,56,N,N
HRG-02548,2025-04-18,CT1,Criminal,In-person,42,Y,N
HRG-02549,2025-04-18,CT1,Civil,In-person,33,N,N
HRG-02550,2025-04-18,CT1,Civil,Virtual,46,N,N
HRG-02551,2025-04-18,CT1,Commercial,In-person,47,N,N
HRG-02552,2025-04-18,CT1,Civil,Virtual,47,Y,N
HRG-02553,2025-04-18,CT1,Civil,In-person,28,N,N
HRG-02554,2025-04-18,CT1,Civil,In-person,67,N,N
HRG-02555,2025-04-18,CT1,Appeal,Virtual,49,Y,N
HRG-02556,2025-04-18,CT1,Civil,In-person,48,Y,N
HRG-02557,2025-04-18,CT1,Civil,In-person,54,N,N
HRG-02558,2025-04-18,CT1,Family,In-person,31,N,N
HRG-02559,2025-04-18,CT2,Civil,In-person,43,N,N
HRG-02560,2025-04-18,CT2,Family,In-person,24,N,N
HRG-02561,2025-04-18,CT2,Civil,In-person,56,N,N
HRG-02562,2025-04-18,CT2,Criminal,In-person,69,N,N
HRG-02563,2025-04-18,CT2,Commercial,In-person,70,Y,N
HRG-02564,2025-04-18,CT2,Civil,In-person,51,Y,N
HRG-02565,2025-04-18,CT2,Civil,In-person,58,N,N
HRG-02566,2025-04-18,CT2,Civil,In-person,42,Y,N
HRG-02567,2025-04-18,CT3,Commercial,In-person,65,Y,N
HRG-02568,2025-04-18,CT3,Criminal,In-person,42,N,N
HRG-02569,2025-04-18,CT3,Criminal,In-person,75,N,N
HRG-02570,2025-04-18,CT3,Family,In-person,49,N,N
HRG-02571,2025-04-18,CT3,Criminal,In-person,38,N,N
HRG-02572,2025-04-18,CT3,Commercial,In-person,38,N,N
HRG-02573,2025-04-18,CT3,Criminal,In-person,43,N,N
HRG-02574,2025-04-18,CT3,Family,In-person,62,N,N
HRG-02575,2025-04-18,CT3,Civil,In-person,64,Y,N
HRG-02576,2025-04-18,CT3,Criminal,In-person,52,N,N
HRG-02577,2025-04-18,CT3,Criminal,Virtual,25,N,Y
HRG-02578,2025-04-18,CT3,Criminal,In-person,32,N,N
HRG-02579,2025-04-21,CT1,Family,In-person,25,N,N
HRG-02580,2025-04-21,CT1,Commercial,In-person,51,N,N
HRG-02581,2025-04-21,CT1,Family,Virtual,37,N,N
HRG-02582,2025-04-21,CT1,Civil,Virtual,26,N,N
HRG-02583,2025-04-21,CT1,Civil,In-person,50,N,N
HRG-02584,2025-04-21,CT1,Civil,In-person,42,N,N
HRG-02585,2025-04-21,CT1,Commercial,In-person,57,Y,N
HRG-02586,2025-04-21,CT1,Criminal,In-person,46,N,N
HRG-02587,2025-04-21,CT1,Appeal,In-person,57,N,N
HRG-02588,2025-04-21,CT1,Civil,Virtual,53,N,N
HRG-02589,2025-04-21,CT1,Appeal,Virtual,40,N,N
HRG-02590,2025-04-21,CT1,Civil,In-person,43,N,N
HRG-02591,2025-04-21,CT1,Civil,In-person,44,Y,N
HRG-02592,2025-04-21,CT2,Civil,In-person,60,N,N
HRG-02593,2025-04-21,CT2,Commercial,In-person,24,Y,N
HRG-02594,2025-04-21,CT2,Civil,In-person,44,N,N
HRG-02595,2025-04-21,CT2,Appeal,In-person,34,N,N
HRG-02596,2025-04-21,CT2,Criminal,In-person,32,N,N
