ShipmentID,ShipDate,DeliveredDate,RouteID,Carrier,WeightKg,PromisedDays,ActualDays,OnTime,FreightCostNGN
SHP-2025-00666,2025-03-23,2025-03-25,R04,Fleet B,2586,2,2,Y,954192
SHP-2025-00667,2025-03-23,2025-03-24,R03,Fleet B,2139,1,1,Y,187781
SHP-2025-00668,2025-03-23,2025-03-24,R07,Partner Haulage,3469,1,1,Y,472460
SHP-2025-00669,2025-03-23,2025-03-25,R10,Partner Haulage,2110,2,2,Y,712740
SHP-2025-00670,2025-03-23,2025-03-25,R10,Fleet A,3728,2,2,Y,1099278
SHP-2025-00671,2025-03-23,2025-03-25,R10,Fleet A,983,2,2,Y,365831
SHP-2025-00672,2025-03-23,2025-03-25,R10,Fleet A,1467,2,2,Y,531390
SHP-2025-00673,2025-03-24,2025-03-26,R10,Fleet A,2159,2,2,Y,796392
SHP-2025-00674,2025-03-24,2025-03-26,R04,Partner Haulage,2759,2,2,Y,996318
SHP-2025-00675,2025-03-24,2025-03-26,R01,Fleet A,2671,2,2,Y,1218139
SHP-2025-00676,2025-03-24,2025-03-25,R05,Fleet B,1933,1,1,Y,503771
SHP-2025-00677,2025-03-24,2025-03-25,R07,Fleet A,1373,1,1,Y,217953
SHP-2025-00678,2025-03-24,2025-03-25,R08,Fleet A,1215,1,1,Y,287190
SHP-2025-00679,2025-03-24,2025-03-25,R03,Fleet A,520,1,1,Y,68390
SHP-2025-00680,2025-03-24,2025-03-26,R04,Fleet B,2345,2,2,Y,831157
SHP-2025-00681,2025-03-25,2025-03-27,R10,Partner Haulage,1084,2,2,Y,381509
SHP-2025-00682,2025-03-25,2025-03-27,R01,Fleet B,2321,2,2,Y,996180
SHP-2025-00683,2025-03-25,2025-03-26,R06,Partner Haulage,653,1,1,Y,52562
SHP-2025-00684,2025-03-25,2025-03-29,R09,Partner Haulage,2263,3,4,N,1479703
SHP-2025-00685,2025-03-25,2025-03-28,R08,Partner Haulage,1641,1,3,N,350253
SHP-2025-00686,2025-03-25,2025-03-26,R06,Partner Haulage,693,1,1,Y,53136
SHP-2025-00687,2025-03-26,2025-03-28,R02,Partner Haulage,1267,2,2,Y,435557
SHP-2025-00688,2025-03-26,2025-03-28,R02,Fleet A,1467,2,2,Y,496992
SHP-2025-00689,2025-03-26,2025-03-27,R03,Partner Haulage,2868,1,1,Y,275924
SHP-2025-00690,2025-03-26,2025-03-28,R10,Fleet A,1433,2,2,Y,486759
SHP-2025-00691,2025-03-26,2025-03-29,R05,Fleet B,1507,1,3,N,377825
SHP-2025-00692,2025-03-26,2025-03-28,R01,Fleet A,1938,2,2,Y,751602
SHP-2025-00693,2025-03-26,2025-03-29,R05,Partner Haulage,2533,1,3,N,712879
SHP-2025-00694,2025-03-26,2025-03-28,R04,Fleet A,1412,2,2,Y,536142
SHP-2025-00695,2025-03-26,2025-03-27,R07,Fleet B,2824,1,1,Y,439605
SHP-2025-00696,2025-03-26,2025-03-27,R06,Fleet B,1373,1,1,Y,89664
SHP-2025-00697,2025-03-27,2025-03-29,R02,Partner Haulage,861,2,2,Y,331098
SHP-2025-00698,2025-03-27,2025-03-29,R06,Fleet A,2259,1,2,N,131315
SHP-2025-00699,2025-03-27,2025-03-28,R03,Fleet A,2827,1,1,Y,234720
SHP-2025-00700,2025-03-27,2025-03-28,R05,Fleet B,1085,1,1,Y,297929
SHP-2025-00701,2025-03-27,2025-03-28,R08,Partner Haulage,1491,1,1,Y,382340
SHP-2025-00702,2025-03-27,2025-03-28,R06,Fleet B,919,1,1,Y,71480
SHP-2025-00703,2025-03-27,2025-03-29,R01,Fleet A,2021,2,2,Y,857306
SHP-2025-00704,2025-03-27,2025-03-28,R06,Fleet A,1944,1,1,Y,125981
SHP-2025-00705,2025-03-27,2025-03-28,R06,Fleet A,2940,1,1,Y,191630
SHP-2025-00706,2025-03-27,2025-03-28,R03,Fleet B,1441,1,1,Y,145128
SHP-2025-00707,2025-03-27,2025-03-29,R10,Fleet B,1884,2,2,Y,609023
SHP-2025-00708,2025-03-27,2025-03-28,R07,Fleet A,1610,1,1,Y,250271
SHP-2025-00709,2025-03-28,2025-04-01,R10,Fleet A,2741,2,4,N,1029802
SHP-2025-00710,2025-03-28,2025-04-02,R02,Fleet A,1863,2,5,N,634219
SHP-2025-00711,2025-03-28,2025-03-29,R05,Fleet B,1728,1,1,Y,468610
SHP-2025-00712,2025-03-28,2025-03-29,R03,Fleet B,1773,1,1,Y,170313
SHP-2025-00713,2025-03-28,2025-03-29,R07,Fleet A,2643,1,1,Y,384421
SHP-2025-00714,2025-03-28,2025-03-29,R03,Fleet A,2389,1,1,Y,238568
SHP-2025-00715,2025-03-28,2025-03-30,R10,Partner Haulage,3028,2,2,Y,1168389
SHP-2025-00716,2025-03-28,2025-03-29,R03,Fleet B,2347,1,1,Y,201696
SHP-2025-00717,2025-03-28,2025-03-30,R04,Fleet A,1838,2,2,Y,696706
SHP-2025-00718,2025-03-28,2025-03-30,R01,Fleet B,1081,2,2,Y,449675
SHP-2025-00719,2025-03-28,2025-03-29,R03,Fleet A,1962,1,1,Y,216134
SHP-2025-00720,2025-03-31,2025-04-01,R08,Fleet B,960,1,1,Y,219108
SHP-2025-00721,2025-03-31,2025-04-01,R07,Partner Haulage,2153,1,1,Y,329826
SHP-2025-00722,2025-03-31,2025-04-01,R05,Partner Haulage,2763,1,1,Y,784337
SHP-2025-00723,2025-03-31,2025-04-02,R04,Fleet B,2756,2,2,Y,886237
SHP-2025-00724,2025-03-31,2025-04-02,R10,Fleet A,1261,2,2,Y,479869
SHP-2025-00725,2025-03-31,2025-04-01,R08,Fleet A,1952,1,1,Y,413168
SHP-2025-00726,2025-03-31,2025-04-01,R06,Fleet A,1569,1,1,Y,99928
SHP-2025-00727,2025-03-31,2025-04-02,R10,Fleet B,2950,2,2,Y,1081307
SHP-2025-00728,2025-03-31,2025-04-03,R07,Fleet A,3023,1,3,N,470130
SHP-2025-00729,2025-04-01,2025-04-02,R08,Fleet B,2065,1,1,Y,472815
SHP-2025-00730,2025-04-01,2025-04-02,R08,Fleet B,1205,1,1,Y,264953
SHP-2025-00731,2025-04-01,2025-04-02,R06,Fleet B,2611,1,1,Y,145831
SHP-2025-00732,2025-04-01,2025-04-02,R06,Fleet B,3255,1,1,Y,177230
SHP-2025-00733,2025-04-01,2025-04-02,R06,Fleet B,2509,1,1,Y,162228
SHP-2025-00734,2025-04-01,2025-04-02,R08,Fleet B,2400,1,1,Y,587623
SHP-2025-00735,2025-04-01,2025-04-03,R01,Fleet A,1896,2,2,Y,934037
SHP-2025-00736,2025-04-01,2025-04-02,R05,Fleet B,1353,1,1,Y,387743
SHP-2025-00737,2025-04-01,2025-04-03,R02,Fleet A,2937,2,2,Y,1129990
SHP-2025-00738,2025-04-01,2025-04-02,R06,Fleet A,201,1,1,Y,27434
SHP-2025-00739,2025-04-01,2025-04-04,R08,Fleet A,2622,1,3,N,597815
SHP-2025-00740,2025-04-01,2025-04-02,R03,Fleet B,1952,1,1,Y,169920
SHP-2025-00741,2025-04-01,2025-04-02,R08,Fleet A,2263,1,1,Y,476168
SHP-2025-00742,2025-04-01,2025-04-02,R07,Fleet A,1877,1,1,Y,276461
SHP-2025-00743,2025-04-02,2025-04-03,R05,Fleet A,2651,1,1,Y,736269
SHP-2025-00744,2025-04-02,2025-04-03,R06,Partner Haulage,1566,1,1,Y,104606
SHP-2025-00745,2025-04-02,2025-04-03,R03,Fleet A,3045,1,1,Y,276512
SHP-2025-00746,2025-04-02,2025-04-03,R03,Fleet A,2387,1,1,Y,214419
SHP-2025-00747,2025-04-02,2025-04-03,R06,Fleet A,1928,1,1,Y,117544
SHP-2025-00748,2025-04-02,2025-04-03,R05,Fleet A,1984,1,1,Y,567728
SHP-2025-00749,2025-04-02,2025-04-04,R01,Fleet B,2928,2,2,Y,1286079
SHP-2025-00750,2025-04-02,2025-04-03,R05,Fleet A,2677,1,1,Y,731145
SHP-2025-00751,2025-04-02,2025-04-08,R09,Partner Haulage,620,3,6,N,381635
SHP-2025-00752,2025-04-02,2025-04-03,R03,Fleet A,50,1,1,Y,18966
SHP-2025-00753,2025-04-02,2025-04-03,R03,Partner Haulage,502,1,1,Y,66598
SHP-2025-00754,2025-04-02,2025-04-03,R06,Fleet A,508,1,1,Y,45282
SHP-2025-00755,2025-04-03,2025-04-04,R06,Fleet A,1484,1,1,Y,101805
SHP-2025-00756,2025-04-03,2025-04-04,R03,Fleet A,1101,1,1,Y,119067
SHP-2025-00757,2025-04-03,2025-04-09,R09,Fleet A,1896,3,6,N,1147137
SHP-2025-00758,2025-04-03,2025-04-07,R04,Fleet B,1551,2,4,N,515727
SHP-2025-00759,2025-04-03,2025-04-04,R08,Fleet A,2680,1,1,Y,576877
SHP-2025-00760,2025-04-03,2025-04-04,R08,Fleet A,2063,1,1,Y,456256
SHP-2025-00761,2025-04-03,2025-04-04,R06,Partner Haulage,509,1,1,Y,44446
SHP-2025-00762,2025-04-03,2025-04-05,R04,Fleet A,2252,2,2,Y,820691
SHP-2025-00763,2025-04-03,2025-04-05,R04,Partner Haulage,3561,2,2,Y,1339508
SHP-2025-00764,2025-04-03,2025-04-04,R03,Fleet A,539,1,1,Y,58810
SHP-2025-00765,2025-04-04,2025-04-09,R09,Fleet A,2889,3,5,N,1976098
SHP-2025-00766,2025-04-04,2025-04-05,R05,Fleet A,3817,1,1,Y,1101404
SHP-2025-00767,2025-04-04,2025-04-07,R09,Fleet A,2001,3,3,Y,1296797
SHP-2025-00768,2025-04-04,2025-04-05,R06,Fleet A,1117,1,1,Y,76839
SHP-2025-00769,2025-04-04,2025-04-05,R06,Partner Haulage,1910,1,1,Y,136185
SHP-2025-00770,2025-04-04,2025-04-06,R10,Fleet A,2426,2,2,Y,814390
SHP-2025-00771,2025-04-04,2025-04-05,R03,Fleet B,2641,1,1,Y,269595
SHP-2025-00772,2025-04-04,2025-04-05,R06,Fleet B,978,1,1,Y,73406
SHP-2025-00773,2025-04-04,2025-04-05,R06,Fleet B,2572,1,1,Y,162655
SHP-2025-00774,2025-04-04,2025-04-06,R05,Fleet A,717,1,2,N,231025
SHP-2025-00775,2025-04-07,2025-04-09,R02,Fleet A,141,2,2,Y,66126
SHP-2025-00776,2025-04-07,2025-04-08,R03,Fleet A,1260,1,1,Y,115473
SHP-2025-00777,2025-04-07,2025-04-09,R04,Partner Haulage,2292,2,2,Y,861643
SHP-2025-00778,2025-04-07,2025-04-09,R02,Fleet B,3352,2,2,Y,1097470
SHP-2025-00779,2025-04-07,2025-04-09,R02,Fleet B,2201,2,2,Y,945347
SHP-2025-00780,2025-04-07,2025-04-08,R05,Fleet B,3708,1,1,Y,1056489
SHP-2025-00781,2025-04-07,2025-04-08,R07,Fleet A,1368,1,1,Y,217034
SHP-2025-00782,2025-04-07,2025-04-09,R01,Partner Haulage,1548,2,2,Y,706341
SHP-2025-00783,2025-04-07,2025-04-08,R06,Fleet A,698,1,1,Y,51842
SHP-2025-00784,2025-04-07,2025-04-09,R01,Partner Haulage,2894,2,2,Y,1246779
SHP-2025-00785,2025-04-07,2025-04-11,R10,Fleet A,1274,2,4,N,470180
SHP-2025-00786,2025-04-07,2025-04-09,R02,Fleet A,1630,2,2,Y,538483
SHP-2025-00787,2025-04-08,2025-04-09,R03,Fleet B,2843,1,1,Y,247506
SHP-2025-00788,2025-04-08,2025-04-09,R06,Fleet A,598,1,1,Y,50147
SHP-2025-00789,2025-04-08,2025-04-12,R04,Partner Haulage,1253,2,4,N,430845
SHP-2025-00790,2025-04-08,2025-04-09,R05,Partner Haulage,3096,1,1,Y,908347
SHP-2025-00791,2025-04-08,2025-04-09,R07,Fleet B,2268,1,1,Y,332013
SHP-2025-00792,2025-04-08,2025-04-10,R02,Fleet B,1240,2,2,Y,450503
SHP-2025-00793,2025-04-08,2025-04-09,R08,Fleet B,2448,1,1,Y,538666
SHP-2025-00794,2025-04-09,2025-04-10,R07,Fleet A,1493,1,1,Y,243915
SHP-2025-00795,2025-04-09,2025-04-10,R06,Fleet A,1878,1,1,Y,126878
SHP-2025-00796,2025-04-09,2025-04-11,R10,Fleet B,1010,2,2,Y,382385
SHP-2025-00797,2025-04-09,2025-04-10,R07,Fleet B,383,1,1,Y,70605
SHP-2025-00798,2025-04-09,2025-04-10,R03,Fleet A,1734,1,1,Y,170410
SHP-2025-00799,2025-04-09,2025-04-10,R08,Fleet B,972,1,1,Y,252122
SHP-2025-00800,2025-04-09,2025-04-11,R10,Fleet B,1617,2,2,Y,598236
SHP-2025-00801,2025-04-09,2025-04-10,R07,Fleet B,2036,1,1,Y,318458
SHP-2025-00802,2025-04-09,2025-04-12,R09,Partner Haulage,1558,3,3,Y,1008872
SHP-2025-00803,2025-04-09,2025-04-10,R03,Fleet A,2180,1,1,Y,218327
SHP-2025-00804,2025-04-09,2025-04-14,R10,Partner Haulage,315,2,5,N,122784
SHP-2025-00805,2025-04-09,2025-04-10,R06,Partner Haulage,2108,1,1,Y,138881
SHP-2025-00806,2025-04-09,2025-04-10,R06,Fleet A,2383,1,1,Y,155975
SHP-2025-00807,2025-04-10,2025-04-11,R08,Fleet B,2602,1,1,Y,572768
SHP-2025-00808,2025-04-10,2025-04-11,R03,Fleet A,1993,1,1,Y,182867
SHP-2025-00809,2025-04-10,2025-04-12,R02,Fleet B,736,2,2,Y,240432
SHP-2025-00810,2025-04-10,2025-04-11,R05,Fleet B,2061,1,1,Y,567680
SHP-2025-00811,2025-04-10,2025-04-11,R05,Fleet A,998,1,1,Y,284296
SHP-2025-00812,2025-04-10,2025-04-12,R02,Fleet A,2121,2,2,Y,765238
SHP-2025-00813,2025-04-10,2025-04-11,R03,Fleet A,2770,1,1,Y,265603
SHP-2025-00814,2025-04-10,2025-04-11,R05,Fleet B,3425,1,1,Y,904828
SHP-2025-00815,2025-04-10,2025-04-11,R05,Fleet B,305,1,1,Y,90012
SHP-2025-00816,2025-04-10,2025-04-13,R06,Fleet A,3463,1,3,N,212557
SHP-2025-00817,2025-04-11,2025-04-14,R05,Fleet B,1798,1,3,N,502543
SHP-2025-00818,2025-04-11,2025-04-12,R03,Fleet A,50,1,1,Y,20125
SHP-2025-00819,2025-04-11,2025-04-12,R05,Fleet A,1721,1,1,Y,458358
SHP-2025-00820,2025-04-11,2025-04-14,R09,Partner Haulage,2385,3,3,Y,1656683
SHP-2025-00821,2025-04-11,2025-04-12,R05,Fleet A,2746,1,1,Y,718979
SHP-2025-00822,2025-04-11,2025-04-14,R07,Fleet A,409,1,3,N,84774
SHP-2025-00823,2025-04-11,2025-04-12,R08,Fleet A,1804,1,1,Y,409881
SHP-2025-00824,2025-04-11,2025-04-13,R01,Partner Haulage,932,2,2,Y,397253
SHP-2025-00825,2025-04-11,2025-04-12,R07,Partner Haulage,1583,1,1,Y,266444
SHP-2025-00826,2025-04-11,2025-04-14,R03,Partner Haulage,1386,1,3,N,157781
SHP-2025-00827,2025-04-11,2025-04-13,R02,Fleet A,2293,2,2,Y,860595
SHP-2025-00828,2025-04-11,2025-04-12,R06,Fleet B,2509,1,1,Y,147912
SHP-2025-00829,2025-04-12,2025-04-13,R03,Fleet B,3427,1,1,Y,302356
SHP-2025-00830,2025-04-12,2025-04-14,R10,Partner Haulage,3419,2,2,Y,1244529
SHP-2025-00831,2025-04-12,2025-04-13,R08,Fleet B,886,1,1,Y,220753
SHP-2025-00832,2025-04-12,2025-04-15,R10,Partner Haulage,2175,2,3,N,721960
SHP-2025-00833,2025-04-12,2025-04-13,R05,Fleet B,1007,1,1,Y,284767
SHP-2025-00834,2025-04-12,2025-04-13,R05,Fleet A,1521,1,1,Y,351098
SHP-2025-00835,2025-04-12,2025-04-14,R01,Fleet B,979,2,2,Y,413260
SHP-2025-00836,2025-04-12,2025-04-13,R03,Fleet A,2778,1,1,Y,257479
SHP-2025-00837,2025-04-12,2025-04-14,R02,Fleet A,421,2,2,Y,156190
SHP-2025-00838,2025-04-12,2025-04-13,R05,Fleet A,834,1,1,Y,210561
SHP-2025-00839,2025-04-12,2025-04-13,R03,Fleet B,1433,1,1,Y,140269
SHP-2025-00840,2025-04-12,2025-04-13,R07,Fleet B,1986,1,1,Y,298363
SHP-2025-00841,2025-04-12,2025-04-15,R09,Partner Haulage,2575,3,3,Y,1780263
SHP-2025-00842,2025-04-13,2025-04-14,R05,Fleet A,933,1,1,Y,270000
SHP-2025-00843,2025-04-13,2025-04-14,R06,Fleet B,2031,1,1,Y,134072
SHP-2025-00844,2025-04-13,2025-04-16,R09,Fleet A,782,3,3,Y,516479
SHP-2025-00845,2025-04-13,2025-04-14,R07,Fleet B,1332,1,1,Y,227805
SHP-2025-00846,2025-04-13,2025-04-15,R10,Fleet A,1471,2,2,Y,536638
SHP-2025-00847,2025-04-13,2025-04-16,R09,Fleet A,722,3,3,Y,480234
SHP-2025-00848,2025-04-13,2025-04-14,R08,Partner Haulage,2270,1,1,Y,503556
SHP-2025-00849,2025-04-13,2025-04-16,R07,Fleet B,475,1,3,N,86918
SHP-2025-00850,2025-04-13,2025-04-15,R10,Fleet A,900,2,2,Y,320410
SHP-2025-00851,2025-04-14,2025-04-15,R07,Fleet A,2757,1,1,Y,417215
SHP-2025-00852,2025-04-14,2025-04-15,R07,Fleet B,50,1,1,Y,21515
SHP-2025-00853,2025-04-14,2025-04-15,R06,Fleet A,516,1,1,Y,43403
SHP-2025-00854,2025-04-14,2025-04-17,R01,Fleet B,648,2,3,N,286816
SHP-2025-00855,2025-04-14,2025-04-16,R02,Fleet B,2379,2,2,Y,836885
SHP-2025-00856,2025-04-14,2025-04-15,R06,Partner Haulage,50,1,1,Y,17770
SHP-2025-00857,2025-04-14,2025-04-16,R01,Fleet A,997,2,2,Y,486313
SHP-2025-00858,2025-04-14,2025-04-15,R07,Fleet B,1938,1,1,Y,318578
SHP-2025-00859,2025-04-14,2025-04-15,R08,Fleet B,2865,1,1,Y,619822
SHP-2025-00860,2025-04-14,2025-04-16,R01,Fleet A,2480,2,2,Y,1209340
SHP-2025-00861,2025-04-14,2025-04-15,R07,Fleet A,2456,1,1,Y,391482
SHP-2025-00862,2025-04-15,2025-04-16,R03,Fleet A,1773,1,1,Y,174369
SHP-2025-00863,2025-04-15,2025-04-17,R01,Fleet B,772,2,2,Y,344969
SHP-2025-00864,2025-04-15,2025-04-16,R03,Fleet A,2466,1,1,Y,255651
SHP-2025-00865,2025-04-15,2025-04-19,R10,Partner Haulage,1583,2,4,N,595944
SHP-2025-00866,2025-04-15,2025-04-16,R05,Fleet B,1563,1,1,Y,436719
SHP-2025-00867,2025-04-15,2025-04-16,R06,Partner Haulage,2666,1,1,Y,160970
SHP-2025-00868,2025-04-15,2025-04-16,R03,Fleet B,3840,1,1,Y,359672
SHP-2025-00869,2025-04-15,2025-04-17,R02,Fleet B,2633,2,2,Y,832141
SHP-2025-00870,2025-04-15,2025-04-16,R05,Fleet B,1031,1,1,Y,295300
SHP-2025-00871,2025-04-15,2025-04-18,R06,Fleet A,1651,1,3,N,114588
SHP-2025-00872,2025-04-15,2025-04-17,R01,Fleet B,1653,2,2,Y,716788
SHP-2025-00873,2025-04-16,2025-04-19,R07,Fleet A,1797,1,3,N,302739
SHP-2025-00874,2025-04-16,2025-04-18,R04,Fleet A,1364,2,2,Y,521150
SHP-2025-00875,2025-04-16,2025-04-18,R10,Fleet A,1577,2,2,Y,546346
SHP-2025-00876,2025-04-16,2025-04-17,R03,Fleet A,1756,1,1,Y,168518
SHP-2025-00877,2025-04-16,2025-04-18,R02,Fleet B,2284,2,2,Y,833939
SHP-2025-00878,2025-04-16,2025-04-17,R06,Fleet A,2009,1,1,Y,140426
SHP-2025-00879,2025-04-16,2025-04-17,R08,Fleet B,1414,1,1,Y,319662
SHP-2025-00880,2025-04-16,2025-04-18,R01,Fleet A,2550,2,2,Y,979760
SHP-2025-00881,2025-04-16,2025-04-18,R10,Fleet B,2864,2,2,Y,955029
SHP-2025-00882,2025-04-16,2025-04-21,R09,Fleet A,1448,3,5,N,947157
SHP-2025-00883,2025-04-16,2025-04-18,R01,Fleet A,3227,2,2,Y,1360874
SHP-2025-00884,2025-04-16,2025-04-22,R09,Fleet A,2291,3,6,N,1337057
SHP-2025-00885,2025-04-16,2025-04-17,R07,Partner Haulage,2217,1,1,Y,346938
SHP-2025-00886,2025-04-16,2025-04-17,R03,Partner Haulage,2018,1,1,Y,194010
SHP-2025-00887,2025-04-16,2025-04-17,R07,Fleet A,2334,1,1,Y,351978
SHP-2025-00888,2025-04-16,2025-04-17,R03,Fleet A,1669,1,1,Y,160945
SHP-2025-00889,2025-04-17,2025-04-18,R03,Partner Haulage,281,1,1,Y,39773
SHP-2025-00890,2025-04-17,2025-04-18,R08,Partner Haulage,1556,1,1,Y,332809
SHP-2025-00891,2025-04-17,2025-04-18,R08,Fleet A,3356,1,1,Y,770249
SHP-2025-00892,2025-04-17,2025-04-19,R10,Fleet B,2885,2,2,Y,1024474
SHP-2025-00893,2025-04-17,2025-04-18,R07,Fleet B,2319,1,1,Y,371105
SHP-2025-00894,2025-04-17,2025-04-19,R04,Partner Haulage,2845,2,2,Y,1063638
SHP-2025-00895,2025-04-17,2025-04-19,R10,Fleet B,1989,2,2,Y,629176
SHP-2025-00896,2025-04-17,2025-04-18,R06,Fleet A,1691,1,1,Y,109008
SHP-2025-00897,2025-04-17,2025-04-19,R01,Fleet A,632,2,2,Y,299153
SHP-2025-00898,2025-04-17,2025-04-18,R07,Fleet B,2309,1,1,Y,361399
SHP-2025-00899,2025-04-17,2025-04-18,R06,Fleet B,61,1,1,Y,18605
SHP-2025-00900,2025-04-17,2025-04-18,R06,Fleet A,1702,1,1,Y,119783
SHP-2025-00901,2025-04-17,2025-04-18,R03,Fleet A,1259,1,1,Y,123957
SHP-2025-00902,2025-04-17,2025-04-20,R09,Partner Haulage,1213,3,3,Y,793606
SHP-2025-00903,2025-04-18,2025-04-20,R10,Fleet B,1125,2,2,Y,355348
SHP-2025-00904,2025-04-18,2025-04-19,R07,Fleet B,1773,1,1,Y,271300
SHP-2025-00905,2025-04-18,2025-04-19,R08,Fleet B,2791,1,1,Y,604234
SHP-2025-00906,2025-04-18,2025-04-19,R07,Fleet B,1453,1,1,Y,222377
SHP-2025-00907,2025-04-18,2025-04-20,R10,Partner Haulage,752,2,2,Y,246263
SHP-2025-00908,2025-04-18,2025-04-19,R05,Fleet A,1710,1,1,Y,435298
SHP-2025-00909,2025-04-18,2025-04-19,R07,Fleet B,1075,1,1,Y,192744
SHP-2025-00910,2025-04-18,2025-04-19,R07,Fleet B,409,1,1,Y,77833
SHP-2025-00911,2025-04-18,2025-04-20,R02,Fleet B,1654,2,2,Y,595067
SHP-2025-00912,2025-04-18,2025-04-19,R05,Partner Haulage,1695,1,1,Y,419162
SHP-2025-00913,2025-04-21,2025-04-24,R09,Fleet A,620,3,3,Y,394116
SHP-2025-00914,2025-04-21,2025-04-22,R06,Fleet A,1497,1,1,Y,107481
SHP-2025-00915,2025-04-21,2025-04-24,R09,Fleet B,1792,3,3,Y,1222703
SHP-2025-00916,2025-04-21,2025-04-22,R06,Partner Haulage,2341,1,1,Y,142121
SHP-2025-00917,2025-04-21,2025-04-23,R04,Fleet A,542,2,2,Y,208473
SHP-2025-00918,2025-04-21,2025-04-22,R08,Fleet A,3368,1,1,Y,833118
SHP-2025-00919,2025-04-21,2025-04-23,R07,Partner Haulage,1460,1,2,N,230572
SHP-2025-00920,2025-04-21,2025-04-24,R05,Fleet A,2248,1,3,N,621186
SHP-2025-00921,2025-04-21,2025-04-22,R06,Fleet A,1576,1,1,Y,122958
SHP-2025-00922,2025-04-21,2025-04-22,R07,Fleet A,690,1,1,Y,115814
SHP-2025-00923,2025-04-21,2025-04-22,R03,Fleet B,1051,1,1,Y,102455
SHP-2025-00924,2025-04-22,2025-04-23,R05,Fleet A,735,1,1,Y,209093
SHP-2025-00925,2025-04-22,2025-04-25,R09,Fleet B,50,3,3,Y,45906
SHP-2025-00926,2025-04-22,2025-04-24,R02,Partner Haulage,189,2,2,Y,82860
SHP-2025-00927,2025-04-22,2025-04-24,R10,Fleet A,50,2,2,Y,32387
SHP-2025-00928,2025-04-22,2025-04-23,R03,Fleet B,1907,1,1,Y,178352
SHP-2025-00929,2025-04-22,2025-04-23,R03,Fleet A,3282,1,1,Y,321160
SHP-2025-00930,2025-04-22,2025-04-23,R06,Fleet B,2527,1,1,Y,175460
SHP-2025-00931,2025-04-22,2025-04-26,R02,Partner Haulage,3031,2,4,N,1137927
SHP-2025-00932,2025-04-22,2025-04-24,R02,Fleet B,1226,2,2,Y,457256
SHP-2025-00933,2025-04-22,2025-04-23,R08,Fleet A,2130,1,1,Y,449937
SHP-2025-00934,2025-04-22,2025-04-23,R06,Fleet B,50,1,1,Y,17637
SHP-2025-00935,2025-04-23,2025-04-25,R10,Fleet A,2506,2,2,Y,851666
SHP-2025-00936,2025-04-23,2025-04-25,R10,Fleet A,1305,2,2,Y,450576
SHP-2025-00937,2025-04-23,2025-04-24,R07,Partner Haulage,447,1,1,Y,87169
SHP-2025-00938,2025-04-23,2025-04-29,R09,Fleet A,3074,3,6,N,2102358
SHP-2025-00939,2025-04-23,2025-04-27,R02,Fleet B,1814,2,4,N,640514
SHP-2025-00940,2025-04-23,2025-04-25,R04,Partner Haulage,1945,2,2,Y,707988
SHP-2025-00941,2025-04-23,2025-04-25,R01,Fleet A,2073,2,2,Y,876850
SHP-2025-00942,2025-04-23,2025-04-24,R03,Partner Haulage,1866,1,1,Y,179047
SHP-2025-00943,2025-04-23,2025-04-24,R06,Fleet A,1068,1,1,Y,79966
SHP-2025-00944,2025-04-23,2025-04-26,R09,Fleet A,1432,3,3,Y,978452
SHP-2025-00945,2025-04-23,2025-04-24,R08,Fleet A,745,1,1,Y,184383
SHP-2025-00946,2025-04-23,2025-04-24,R06,Fleet B,2997,1,1,Y,175402
SHP-2025-00947,2025-04-23,2025-04-24,R03,Fleet A,2783,1,1,Y,281421
SHP-2025-00948,2025-04-23,2025-04-24,R06,Fleet B,3091,1,1,Y,198903
SHP-2025-00949,2025-04-23,2025-04-25,R02,Fleet B,1473,2,2,Y,530576
SHP-2025-00950,2025-04-23,2025-04-24,R08,Fleet B,2168,1,1,Y,542974
SHP-2025-00951,2025-04-24,2025-04-26,R10,Fleet A,1446,2,2,Y,522897
SHP-2025-00952,2025-04-24,2025-04-25,R05,Fleet A,739,1,1,Y,204682
SHP-2025-00953,2025-04-24,2025-04-25,R05,Fleet A,1617,1,1,Y,464690
SHP-2025-00954,2025-04-24,2025-04-26,R02,Fleet A,1138,2,2,Y,409596
SHP-2025-00955,2025-04-24,2025-04-26,R02,Fleet B,817,2,2,Y,259322
SHP-2025-00956,2025-04-24,2025-04-26,R10,Fleet A,1629,2,2,Y,479162
SHP-2025-00957,2025-04-24,2025-04-26,R07,Partner Haulage,1518,1,2,N,251062
SHP-2025-00958,2025-04-24,2025-04-28,R10,Fleet A,696,2,4,N,247429
SHP-2025-00959,2025-04-24,2025-04-25,R07,Partner Haulage,1252,1,1,Y,187701
SHP-2025-00960,2025-04-24,2025-04-25,R08,Fleet B,1843,1,1,Y,432844
SHP-2025-00961,2025-04-24,2025-04-25,R08,Partner Haulage,2401,1,1,Y,543317
SHP-2025-00962,2025-04-24,2025-04-26,R01,Fleet A,1471,2,2,Y,588278
SHP-2025-00963,2025-04-25,2025-04-26,R06,Fleet B,2216,1,1,Y,154394
SHP-2025-00964,2025-04-25,2025-04-29,R05,Partner Haulage,1191,1,4,N,309276
SHP-2025-00965,2025-04-25,2025-04-26,R06,Fleet A,1550,1,1,Y,95375
SHP-2025-00966,2025-04-25,2025-04-27,R10,Fleet B,1257,2,2,Y,425962
