Date,SiteID,UptimeMinutes,DowntimeMinutes,AvgUtilisationMbps,PeakUtilisationMbps
2025-04-14,S1,1440,0,445,738.6
2025-04-14,S2,1440,0,180.4,335.4
2025-04-14,S3,1440,0,90.9,160.1
2025-04-14,S4,1440,0,68.1,118.2
2025-04-14,S5,1440,0,98.8,170.1
2025-04-14,S6,1440,0,62.2,102
2025-04-15,S1,1440,0,420.8,780.5
2025-04-15,S2,1440,0,185.3,418.3
2025-04-15,S3,1440,0,121.9,222.4
2025-04-15,S4,1440,0,94.7,161.4
2025-04-15,S5,1440,0,93,174
2025-04-15,S6,1440,0,58.4,124.7
2025-04-16,S1,1440,0,484.6,951.3
2025-04-16,S2,1440,0,203.4,354.1
2025-04-16,S3,1440,0,131,249.8
2025-04-16,S4,1440,0,65.7,108.9
2025-04-16,S5,1440,0,108.9,189.5
2025-04-16,S6,1285,155,81.6,139.1
2025-04-17,S1,1440,0,462.4,763.5
2025-04-17,S2,1440,0,248.1,488.2
2025-04-17,S3,1440,0,143.9,271.6
2025-04-17,S4,1440,0,80.9,144.7
2025-04-17,S5,1430,10,120.8,188.6
2025-04-17,S6,1440,0,82.4,131.1
2025-04-18,S1,1440,0,454.4,656.2
2025-04-18,S2,1440,0,277.2,500
2025-04-18,S3,1440,0,150.4,176.4
2025-04-18,S4,1440,0,99.3,197.5
2025-04-18,S5,1440,0,98.9,220
2025-04-18,S6,1440,0,51.1,114.8
2025-04-19,S1,1440,0,213.9,364.1
2025-04-19,S2,1440,0,40,65.9
2025-04-19,S3,1440,0,37,69.6
2025-04-19,S4,1440,0,16,29.7
2025-04-19,S5,1440,0,41.1,92.6
2025-04-19,S6,1302,138,29.4,43.6
2025-04-20,S1,1440,0,100.1,180.8
2025-04-20,S2,1440,0,89.7,127.4
2025-04-20,S3,1440,0,84.7,184
2025-04-20,S4,1440,0,67.2,122.1
2025-04-20,S5,1440,0,17.6,28.7
2025-04-20,S6,1440,0,33.5,54.1
2025-04-21,S1,1440,0,493,1000
2025-04-21,S2,1440,0,211.2,500
2025-04-21,S3,1440,0,134.5,203.5
2025-04-21,S4,1440,0,96,162
2025-04-21,S5,1440,0,117,181.6
2025-04-21,S6,1440,0,77.3,136.6
2025-04-22,S1,1440,0,362.6,607.6
2025-04-22,S2,1440,0,255.3,468.4
2025-04-22,S3,1440,0,170.6,236.4
2025-04-22,S4,1440,0,97.6,200
2025-04-22,S5,1440,0,110.8,150.1
2025-04-22,S6,1440,0,63.9,133.1
2025-04-23,S1,1440,0,521.1,786
2025-04-23,S2,1440,0,195.6,399.9
2025-04-23,S3,1440,0,123.7,225.6
2025-04-23,S4,1440,0,113.3,200
2025-04-23,S5,1440,0,105.2,192.6
2025-04-23,S6,1440,0,69.6,141.5
2025-04-24,S1,1440,0,391,883.3
2025-04-24,S2,1440,0,171.7,276.9
2025-04-24,S3,1440,0,123.9,200.8
2025-04-24,S4,1440,0,99.1,158.3
2025-04-24,S5,1208,232,103.9,168
2025-04-24,S6,1440,0,54.8,98.3
2025-04-25,S1,1440,0,371.3,653.9
2025-04-25,S2,1440,0,280.6,500
2025-04-25,S3,1440,0,133.2,241.1
2025-04-25,S4,1440,0,93.7,194
2025-04-25,S5,1440,0,88,155.3
2025-04-25,S6,1440,0,55.1,112.2
2025-04-26,S1,1440,0,80,131.5
2025-04-26,S2,1440,0,113.9,231
2025-04-26,S3,1440,0,38.9,67.7
2025-04-26,S4,1440,0,29.6,47.3
2025-04-26,S5,1440,0,56.4,100.5
2025-04-26,S6,1440,0,53.1,93.6
2025-04-27,S1,1440,0,178.9,277.3
2025-04-27,S2,1440,0,137.4,188.2
2025-04-27,S3,1440,0,62.1,118.6
2025-04-27,S4,1440,0,28.8,47
2025-04-27,S5,1440,0,61.3,101.6
2025-04-27,S6,1440,0,36.1,58.9
2025-04-28,S1,1440,0,522.4,764.8
2025-04-28,S2,1440,0,283.7,500
2025-04-28,S3,1440,0,148.9,277.5
2025-04-28,S4,1440,0,93.8,170
2025-04-28,S5,1440,0,122,220
2025-04-28,S6,1440,0,58.6,114.2
2025-04-29,S1,1440,0,529.4,1000
2025-04-29,S2,1440,0,247.8,385.5
2025-04-29,S3,1440,0,161.1,272.4
2025-04-29,S4,1440,0,92.9,182.4
2025-04-29,S5,1254,186,114.3,212.2
2025-04-29,S6,1440,0,60.3,88.1
2025-04-30,S1,1440,0,379.2,632
2025-04-30,S2,1440,0,219.7,288.8
2025-04-30,S3,1440,0,160.9,300
2025-04-30,S4,1440,0,82.6,114.7
2025-04-30,S5,1440,0,119.8,220
2025-04-30,S6,1440,0,64.5,118.3
2025-05-01,S1,1440,0,409.4,856.1
2025-05-01,S2,1440,0,214.1,457.9
2025-05-01,S3,1440,0,166.2,300
2025-05-01,S4,1440,0,79.8,149.6
2025-05-01,S5,1440,0,127.8,220
2025-05-01,S6,1440,0,82.2,135.9
2025-05-02,S1,1440,0,585.8,844
2025-05-02,S2,1440,0,252.1,498.5
2025-05-02,S3,1440,0,140.9,274.9
2025-05-02,S4,1440,0,122.3,198
2025-05-02,S5,1440,0,113.5,177.1
2025-05-02,S6,1440,0,57.1,115.8
2025-05-03,S1,1440,0,194.6,395.5
2025-05-03,S2,1440,0,75.4,146.1
2025-05-03,S3,1440,0,35,60.4
2025-05-03,S4,1339,101,38.7,68.4
2025-05-03,S5,1440,0,64.2,130.8
2025-05-03,S6,1440,0,32.7,53.2
2025-05-04,S1,1440,0,151.6,297.6
2025-05-04,S2,1440,0,126.9,198.8
2025-05-04,S3,1440,0,67.9,106.4
2025-05-04,S4,1440,0,32.8,65.5
2025-05-04,S5,1440,0,27.9,54.6
2025-05-04,S6,1440,0,37.4,70.9
2025-05-05,S1,1440,0,339.7,682.7
2025-05-05,S2,1440,0,176.2,328.8
2025-05-05,S3,1440,0,168.5,300
2025-05-05,S4,1440,0,77.3,124.3
2025-05-05,S5,1440,0,96,208.1
2025-05-05,S6,1280,160,72.4,140.5
2025-05-06,S1,1440,0,566.2,945
2025-05-06,S2,1440,0,255.8,500
2025-05-06,S3,1440,0,75.8,129.3
2025-05-06,S4,1440,0,66.9,135.1
2025-05-06,S5,1440,0,91.8,190.8
2025-05-06,S6,1440,0,74.3,113.7
2025-05-07,S1,1440,0,315.2,649.9
2025-05-07,S2,1440,0,224.1,404.4
2025-05-07,S3,1440,0,144.1,276.2
2025-05-07,S4,1440,0,93.9,149.6
2025-05-07,S5,1440,0,111.2,190
2025-05-07,S6,1440,0,51.2,78.9
2025-05-08,S1,1440,0,523,958.7
2025-05-08,S2,1440,0,240.4,450
2025-05-08,S3,1440,0,185,300
2025-05-08,S4,1440,0,59.5,110.9
2025-05-08,S5,1440,0,118.2,204.7
2025-05-08,S6,1440,0,65.2,126.9
2025-05-09,S1,1440,0,282,579.9
2025-05-09,S2,1440,0,263.5,500
2025-05-09,S3,1385,55,136.5,249.2
2025-05-09,S4,1440,0,43.7,74.6
2025-05-09,S5,1440,0,88.8,160.5
2025-05-09,S6,1440,0,44.1,89.5
2025-05-10,S1,1440,0,180.8,340.4
2025-05-10,S2,1440,0,103.2,169
2025-05-10,S3,1210,230,81.6,124.6
2025-05-10,S4,1440,0,48.4,77.8
2025-05-10,S5,1440,0,31.5,61.5
2025-05-10,S6,1440,0,45.5,88.1
2025-05-11,S1,1440,0,111.1,152.8
2025-05-11,S2,1440,0,40,69.2
2025-05-11,S3,1440,0,46.7,83.1
2025-05-11,S4,1440,0,47.6,89.3
2025-05-11,S5,1440,0,28.9,60.4
2025-05-11,S6,1440,0,37.3,75.1
2025-05-12,S1,1440,0,440,853.4
2025-05-12,S2,1440,0,219.8,448.8
2025-05-12,S3,1440,0,149.8,283.5
2025-05-12,S4,1440,0,102.1,200
2025-05-12,S5,1440,0,109.1,171.5
2025-05-12,S6,1440,0,69.2,129.7
2025-05-13,S1,1440,0,474,1000
2025-05-13,S2,1440,0,270.6,477.5
2025-05-13,S3,1440,0,128.3,200.8
2025-05-13,S4,1440,0,91.8,154.4
2025-05-13,S5,1440,0,114.5,184.4
2025-05-13,S6,1440,0,89.5,150
2025-05-14,S1,1440,0,414,726.2
2025-05-14,S2,1440,0,240.3,442.2
2025-05-14,S3,1440,0,158.3,300
2025-05-14,S4,1440,0,94.9,176.5
2025-05-14,S5,1440,0,124.9,188.5
2025-05-14,S6,1440,0,61.6,115.2
2025-05-15,S1,1440,0,452.9,939.8
2025-05-15,S2,1440,0,288.9,500
2025-05-15,S3,1440,0,132.9,243.5
2025-05-15,S4,1440,0,96.8,156
2025-05-15,S5,1440,0,104.2,215.2
2025-05-15,S6,1440,0,76.1,150
2025-05-16,S1,1440,0,425.9,749.5
2025-05-16,S2,1440,0,202.9,372.4
2025-05-16,S3,1440,0,145.7,209
2025-05-16,S4,1440,0,79.4,157
2025-05-16,S5,1440,0,111.6,193.3
2025-05-16,S6,1440,0,56.7,108.2
2025-05-17,S1,1440,0,111.2,164.4
2025-05-17,S2,1440,0,115.4,230.7
2025-05-17,S3,1369,71,76.2,170.3
2025-05-17,S4,1440,0,36.5,55
2025-05-17,S5,1440,0,22.5,34.8
2025-05-17,S6,1440,0,23.4,43.2
2025-05-18,S1,1440,0,183.7,314.3
2025-05-18,S2,1440,0,40,62
2025-05-18,S3,1440,0,55,112.6
2025-05-18,S4,1440,0,28,47.7
2025-05-18,S5,1440,0,37.9,77.6
2025-05-18,S6,1440,0,16.9,34.3
2025-05-19,S1,1440,0,532.9,1000
2025-05-19,S2,1440,0,242.2,455.3
2025-05-19,S3,1440,0,124.2,300
2025-05-19,S4,1440,0,99.8,178.9
2025-05-19,S5,1440,0,117.1,211.9
2025-05-19,S6,1440,0,43.8,80
2025-05-20,S1,1440,0,528.5,1000
2025-05-20,S2,1440,0,260.9,500
2025-05-20,S3,1440,0,145,281.5
2025-05-20,S4,1440,0,62.2,134.9
2025-05-20,S5,1440,0,101.3,187.5
2025-05-20,S6,1440,0,67,107.7
2025-05-21,S1,1440,0,455.9,886
2025-05-21,S2,1440,0,224.4,382.5
2025-05-21,S3,1440,0,152.7,272.6
2025-05-21,S4,1440,0,101.9,193
2025-05-21,S5,1440,0,110.8,208.5
2025-05-21,S6,1440,0,85.6,148.8
2025-05-22,S1,1440,0,472.5,689.3
2025-05-22,S2,1440,0,244.9,455.2
2025-05-22,S3,1440,0,165,300
2025-05-22,S4,1440,0,90.4,158.4
2025-05-22,S5,1440,0,120.3,215.8
2025-05-22,S6,1440,0,82,125.5
2025-05-23,S1,1440,0,474.9,826.8
2025-05-23,S2,1440,0,241.9,442.8
2025-05-23,S3,1440,0,122,216.9
2025-05-23,S4,1440,0,99.4,171.7
2025-05-23,S5,1440,0,84.1,134.2
2025-05-23,S6,1440,0,75.9,120.7
2025-05-24,S1,1440,0,205.7,372.7
2025-05-24,S2,1440,0,88.9,147.7
2025-05-24,S3,1440,0,24,46.4
2025-05-24,S4,1440,0,33.1,61.3
2025-05-24,S5,1440,0,55.4,104
2025-05-24,S6,1440,0,24.2,47.6
2025-05-25,S1,1440,0,143.7,299.9
2025-05-25,S2,1440,0,65.7,113.4
2025-05-25,S3,1440,0,59,117.5
2025-05-25,S4,1440,0,40.1,60.3
2025-05-25,S5,1440,0,58.9,83.2
2025-05-25,S6,1440,0,22.8,42.3
2025-05-26,S1,1440,0,642.4,1000
2025-05-26,S2,1440,0,201.3,380.1
2025-05-26,S3,1440,0,123.9,210.6
2025-05-26,S4,1440,0,68.9,130.6
2025-05-26,S5,1440,0,67.4,133.9
2025-05-26,S6,1440,0,75.1,150
2025-05-27,S1,1440,0,532.2,1000
2025-05-27,S2,1440,0,259.8,428.2
2025-05-27,S3,1440,0,108.2,225.5
2025-05-27,S4,1440,0,104.9,200
2025-05-27,S5,1440,0,74.5,153.7
2025-05-27,S6,1440,0,62.2,115.4
2025-05-28,S1,1440,0,496.5,1000
2025-05-28,S2,1440,0,212.7,381
2025-05-28,S3,1440,0,135.5,201.3
2025-05-28,S4,1440,0,85.2,154.6
2025-05-28,S5,1364,76,87.8,174.3
2025-05-28,S6,1440,0,77.9,138.6
2025-05-29,S1,1440,0,378.9,593.9
2025-05-29,S2,1440,0,275.4,500
2025-05-29,S3,1440,0,126.1,241.8
2025-05-29,S4,1440,0,67.6,122.7
2025-05-29,S5,1440,0,94.8,128.5
2025-05-29,S6,1440,0,75.3,126.9
2025-05-30,S1,1440,0,498.6,874.6
2025-05-30,S2,1440,0,234.5,403.3
2025-05-30,S3,1440,0,119.4,199.2
2025-05-30,S4,1440,0,104,200
2025-05-30,S5,1440,0,54.5,85.2
2025-05-30,S6,1440,0,87.4,150
2025-05-31,S1,1440,0,80,158.4
2025-05-31,S2,1440,0,79.7,154.3
2025-05-31,S3,1440,0,59.8,94.3
2025-05-31,S4,1440,0,46.7,95.2
2025-05-31,S5,1440,0,34.8,72.1
2025-05-31,S6,1440,0,58.8,80.9
2025-06-01,S1,1440,0,211.8,398.6
2025-06-01,S2,1440,0,94,156.3
2025-06-01,S3,1440,0,70.5,112.8
2025-06-01,S4,1440,0,39.8,81.1
2025-06-01,S5,1440,0,41.9,62
2025-06-01,S6,1303,137,29.2,54.2
2025-06-02,S1,1440,0,419.3,594.7
2025-06-02,S2,1440,0,282.7,467.6
2025-06-02,S3,1440,0,135.8,206.4
2025-06-02,S4,1440,0,90.6,139.9
2025-06-02,S5,1440,0,88.2,157.4
2025-06-02,S6,1440,0,63.7,129.1
2025-06-03,S1,1440,0,439,693.2
2025-06-03,S2,1440,0,284.5,475.6
2025-06-03,S3,1440,0,145.4,244.7
2025-06-03,S4,1440,0,111.6,200
2025-06-03,S5,1440,0,103.2,214
2025-06-03,S6,1440,0,53.4,101.4
2025-06-04,S1,1440,0,438,853.5
2025-06-04,S2,1440,0,225,365.6
2025-06-04,S3,1440,0,105.4,202.8
2025-06-04,S4,1440,0,106,154.8
2025-06-04,S5,1440,0,121.1,189
2025-06-04,S6,1440,0,71.6,141.7
2025-06-05,S1,1440,0,466.2,917.2
2025-06-05,S2,1440,0,199.5,351.8
2025-06-05,S3,1440,0,122.9,238.8
2025-06-05,S4,1440,0,100.9,196.8
2025-06-05,S5,1440,0,112.1,197.3
2025-06-05,S6,1440,0,71.8,136.5
2025-06-06,S1,1440,0,549.3,1000
2025-06-06,S2,1440,0,185.3,331.3
2025-06-06,S3,1440,0,151.2,261.9
2025-06-06,S4,1440,0,110.2,172
2025-06-06,S5,1440,0,104.6,183.9
2025-06-06,S6,1373,67,83.9,150
2025-06-07,S1,1440,0,149,218.2
2025-06-07,S2,1440,0,156.9,304.6
2025-06-07,S3,1440,0,55.3,72.1
2025-06-07,S4,1440,0,24.7,37.7
2025-06-07,S5,1440,0,26.2,53.2
2025-06-07,S6,1440,0,31.5,55.4
2025-06-08,S1,1440,0,155.8,230.3
2025-06-08,S2,1440,0,58.8,102
2025-06-08,S3,1440,0,79.7,127.7
2025-06-08,S4,1440,0,31.2,51.6
2025-06-08,S5,1440,0,31.3,58.3
2025-06-08,S6,1440,0,28.7,51.5
2025-06-09,S1,1440,0,518.5,1000
2025-06-09,S2,1440,0,228.5,425.7
2025-06-09,S3,1320,120,164.8,289.7
2025-06-09,S4,1440,0,102.1,200
2025-06-09,S5,1440,0,90.8,158.5
2025-06-09,S6,1440,0,58.4,110.4
2025-06-10,S1,1440,0,420.3,719.5
2025-06-10,S2,1440,0,207.3,417
2025-06-10,S3,1440,0,112.6,212.6
2025-06-10,S4,1440,0,101.9,200
2025-06-10,S5,1440,0,110,185.1
2025-06-10,S6,1298,142,74.3,110.9
2025-06-11,S1,1440,0,538.4,1000
2025-06-11,S2,1440,0,219.8,433.3
2025-06-11,S3,1440,0,122.1,228.2
2025-06-11,S4,1440,0,145.7,200
2025-06-11,S5,1440,0,106.1,187.8
2025-06-11,S6,1335,105,59.7,108
2025-06-12,S1,1440,0,429.4,771.2
2025-06-12,S2,1440,0,206.5,396.5
2025-06-12,S3,1440,0,124.3,197.2
2025-06-12,S4,1440,0,89,173.2
2025-06-12,S5,1440,0,98.4,196.4
2025-06-12,S6,1440,0,98.1,150
2025-06-13,S1,1440,0,380.2,492.2
2025-06-13,S2,1440,0,254.2,486.2
2025-06-13,S3,1440,0,168.8,277
2025-06-13,S4,1411,29,102.3,162.4
2025-06-13,S5,1440,0,107.9,184.6
2025-06-13,S6,1440,0,68.9,133.7
2025-06-14,S1,1440,0,113,218.4
2025-06-14,S2,1440,0,105,186.1
2025-06-14,S3,1440,0,32.3,65.2
2025-06-14,S4,1440,0,44.6,69.6
2025-06-14,S5,1440,0,42.4,84.1
2025-06-14,S6,1440,0,22.7,40.6
2025-06-15,S1,1440,0,142.6,256.3
2025-06-15,S2,1440,0,71.3,89.9
2025-06-15,S3,1440,0,24,42.4
2025-06-15,S4,1440,0,35.5,65.4
2025-06-15,S5,1440,0,50.6,84.3
2025-06-15,S6,1440,0,19.8,42.3
2025-06-16,S1,1440,0,435.1,890.8
2025-06-16,S2,1440,0,245.1,490.6
2025-06-16,S3,1440,0,144.6,260.9
2025-06-16,S4,1440,0,87.7,183.4
2025-06-16,S5,1440,0,91.3,190.7
2025-06-16,S6,1440,0,62.1,110
2025-06-17,S1,1440,0,459.2,831
2025-06-17,S2,1440,0,230.3,378.8
2025-06-17,S3,1440,0,136,239.1
2025-06-17,S4,1440,0,75.2,116.1
2025-06-17,S5,1440,0,97.1,206.7
2025-06-17,S6,1440,0,58.4,102.2
2025-06-18,S1,1440,0,433.4,810.3
2025-06-18,S2,1440,0,252.5,413.4
2025-06-18,S3,1440,0,81.3,155.9
2025-06-18,S4,1440,0,95.3,186.6
2025-06-18,S5,1440,0,114.2,201.8
2025-06-18,S6,1440,0,74.4,128.2
2025-06-19,S1,1440,0,573.1,905
2025-06-19,S2,1440,0,233.9,476.9
2025-06-19,S3,1440,0,114.2,218.1
2025-06-19,S4,1440,0,85.4,143.5
2025-06-19,S5,1440,0,88.9,161.7
2025-06-19,S6,1440,0,64.4,130.7
2025-06-20,S1,1440,0,454.1,801.1
2025-06-20,S2,1440,0,232.2,486.8
2025-06-20,S3,1440,0,141,274.9
2025-06-20,S4,1440,0,70.4,146.9
2025-06-20,S5,1440,0,122.2,217.9
2025-06-20,S6,1440,0,58.8,102.8
2025-06-21,S1,1440,0,287.1,530.7
2025-06-21,S2,1440,0,106.5,159.6
2025-06-21,S3,1440,0,61.4,121.3
2025-06-21,S4,1440,0,16.6,32.6
2025-06-21,S5,1440,0,69.4,134.5
2025-06-21,S6,1440,0,27.7,41.1
2025-06-22,S1,1440,0,178.3,272.5
2025-06-22,S2,1440,0,87.3,205.2
2025-06-22,S3,1440,0,54.2,90.4
2025-06-22,S4,1440,0,31.3,55.7
2025-06-22,S5,1440,0,43.2,83.9
2025-06-22,S6,1440,0,27.8,57
2025-06-23,S1,1440,0,629.1,1000
2025-06-23,S2,1440,0,226,418.7
2025-06-23,S3,1440,0,149.8,277.2
2025-06-23,S4,1440,0,95.5,180.8
2025-06-23,S5,1440,0,124.9,220
2025-06-23,S6,1440,0,67.8,113.7
2025-06-24,S1,1440,0,570.3,1000
2025-06-24,S2,1440,0,232.3,379.8
2025-06-24,S3,1440,0,163,237.5
2025-06-24,S4,1440,0,93.2,181.9
2025-06-24,S5,1440,0,103.7,156.7
2025-06-24,S6,1440,0,66,109.2
2025-06-25,S1,1440,0,430.8,614.2
2025-06-25,S2,1440,0,276.8,379.4
2025-06-25,S3,1440,0,151.5,299.1
2025-06-25,S4,1440,0,95,170.1
2025-06-25,S5,1440,0,110.3,173.3
2025-06-25,S6,1440,0,73.6,101.3
2025-06-26,S1,1440,0,450.5,837.5
2025-06-26,S2,1440,0,192.3,408.5
2025-06-26,S3,1440,0,108.3,199.6
2025-06-26,S4,1440,0,84.4,151.4
2025-06-26,S5,1440,0,86.9,117.5
2025-06-26,S6,1440,0,79.6,141.5
2025-06-27,S1,1440,0,400.9,809.2
2025-06-27,S2,1440,0,272.9,486
2025-06-27,S3,1440,0,145,234.7
2025-06-27,S4,1440,0,89.7,171
2025-06-27,S5,1440,0,129.8,220
2025-06-27,S6,1440,0,69.1,129.1
2025-06-28,S1,1440,0,80,124
2025-06-28,S2,1440,0,75.6,127.5
2025-06-28,S3,1440,0,95.4,169.9
2025-06-28,S4,1440,0,36.6,63.3
2025-06-28,S5,1440,0,38.1,65.4
2025-06-28,S6,1440,0,29.5,44.2
2025-06-29,S1,1440,0,275.8,486.3
2025-06-29,S2,1440,0,87.9,115.2
2025-06-29,S3,1440,0,83.5,162.1
2025-06-29,S4,1440,0,33.9,58
2025-06-29,S5,1440,0,37.1,55
2025-06-29,S6,1440,0,24.3,37.6
2025-06-30,S1,1440,0,545.7,1000
2025-06-30,S2,1440,0,227.9,361.1
2025-06-30,S3,1440,0,118.7,216.5
2025-06-30,S4,1440,0,79.4,160.8
2025-06-30,S5,1440,0,112.2,198.9
2025-06-30,S6,1440,0,61.9,106.4
2025-07-01,S1,1440,0,422.6,967.4
2025-07-01,S2,1440,0,249.6,469.4
2025-07-01,S3,1440,0,159.3,242.7
2025-07-01,S4,1247,193,83.9,140.7
2025-07-01,S5,1440,0,85.5,173.3
2025-07-01,S6,1440,0,62.2,102.9
2025-07-02,S1,1440,0,383.2,734.9
2025-07-02,S2,1440,0,198.6,369.2
2025-07-02,S3,1440,0,147.5,228.1
2025-07-02,S4,1440,0,93.4,156.3
2025-07-02,S5,1440,0,113.1,218.7
2025-07-02,S6,1440,0,64.7,103.4
2025-07-03,S1,1440,0,518.3,852.2
2025-07-03,S2,1440,0,248.9,376.1
2025-07-03,S3,1440,0,123.6,204.1
2025-07-03,S4,1440,0,70.4,125.8
2025-07-03,S5,1440,0,129.6,220
2025-07-03,S6,1440,0,69.6,123.6
2025-07-04,S1,1440,0,399,830.7
2025-07-04,S2,1440,0,230.4,432.5
2025-07-04,S3,1440,0,153.7,287
2025-07-04,S4,1440,0,93.7,189.8
2025-07-04,S5,1440,0,106.7,181.8
2025-07-04,S6,1169,271,80.2,137.7
2025-07-05,S1,1440,0,171.2,275.7
2025-07-05,S2,1440,0,131.4,194.1
2025-07-05,S3,1352,88,39.9,73.2
2025-07-05,S4,1440,0,36.7,64.5
2025-07-05,S5,1440,0,17.6,30.8
2025-07-05,S6,1440,0,26.9,53.5
2025-07-06,S1,1440,0,264.9,545.9
2025-07-06,S2,1440,0,55.7,109.1
2025-07-06,S3,1440,0,73.6,121.7
2025-07-06,S4,1440,0,51.1,78.1
2025-07-06,S5,1440,0,58.8,97.3
2025-07-06,S6,1417,23,31,63.2
2025-07-07,S1,1440,0,455.2,970.3
2025-07-07,S2,1440,0,214.7,470.9
2025-07-07,S3,1440,0,114.5,217.9
2025-07-07,S4,1440,0,115.1,183.2
2025-07-07,S5,1440,0,106.1,200.8
2025-07-07,S6,1440,0,81.6,125.6
2025-07-08,S1,1440,0,512.1,887
2025-07-08,S2,1440,0,181.1,310.1
2025-07-08,S3,1440,0,176,300
2025-07-08,S4,1440,0,108.9,182.7
2025-07-08,S5,1440,0,75.3,141.9
2025-07-08,S6,1440,0,62.3,109.4
2025-07-09,S1,1440,0,477,948
2025-07-09,S2,1440,0,225.2,426
2025-07-09,S3,1440,0,168,300
2025-07-09,S4,1440,0,100.4,194.3
2025-07-09,S5,1440,0,117,220
2025-07-09,S6,1209,231,74.9,125.1
2025-07-10,S1,1440,0,518.5,806.9
2025-07-10,S2,1440,0,197.9,321.6
2025-07-10,S3,1440,0,140.7,292.2
2025-07-10,S4,1440,0,95.6,166.5
2025-07-10,S5,1440,0,109.7,198.9
2025-07-10,S6,1440,0,61.7,106.2
2025-07-11,S1,1440,0,519.6,806
2025-07-11,S2,1440,0,199.7,332.9
2025-07-11,S3,1440,0,136.7,258.6
2025-07-11,S4,1440,0,72.4,123.2
2025-07-11,S5,1440,0,106.5,214.1
2025-07-11,S6,1440,0,74.4,116
2025-07-12,S1,1440,0,148.8,303.9
2025-07-12,S2,1440,0,42.7,85.9
2025-07-12,S3,1440,0,55.2,105.1
2025-07-12,S4,1440,0,37.7,56.9
2025-07-12,S5,1440,0,63.2,116.8
2025-07-12,S6,1440,0,35.3,68.8
2025-07-13,S1,1440,0,110.5,211.7
2025-07-13,S2,1440,0,63.9,115.7
2025-07-13,S3,1440,0,106.8,154
2025-07-13,S4,1440,0,27.1,38.6
2025-07-13,S5,1440,0,62.3,104.7
2025-07-13,S6,1440,0,19.5,38.5
2025-07-14,S1,1440,0,494.2,754.1
2025-07-14,S2,1440,0,272,416.3
2025-07-14,S3,1440,0,144.4,276.2
2025-07-14,S4,1440,0,96.1,147.5
2025-07-14,S5,1440,0,124,220
2025-07-14,S6,1440,0,72.2,127.2
2025-07-15,S1,1440,0,386.6,672.6
2025-07-15,S2,1440,0,264.9,481.9
2025-07-15,S3,1440,0,166,300
2025-07-15,S4,1440,0,81.3,146
2025-07-15,S5,1440,0,98.6,187.6
2025-07-15,S6,1440,0,76.8,129.6
2025-07-16,S1,1440,0,668.2,1000
2025-07-16,S2,1440,0,215.1,387.5
2025-07-16,S3,1440,0,148.3,240.3
2025-07-16,S4,1440,0,88.1,131.1
2025-07-16,S5,1440,0,107.6,220
2025-07-16,S6,1440,0,66.4,137.8
2025-07-17,S1,1440,0,488.7,808.5
2025-07-17,S2,1440,0,312.4,500
2025-07-17,S3,1440,0,145.4,224.3
2025-07-17,S4,1440,0,90.2,110.8
2025-07-17,S5,1440,0,85,160.6
2025-07-17,S6,1440,0,64.8,127.2
2025-07-18,S1,1440,0,549.9,852.2
2025-07-18,S2,1440,0,253,474
2025-07-18,S3,1440,0,164.3,293.5
2025-07-18,S4,1440,0,108.4,200
2025-07-18,S5,1440,0,123.4,204.1
2025-07-18,S6,1440,0,54.3,98.3
2025-07-19,S1,1440,0,156.9,289
2025-07-19,S2,1440,0,119.6,227.7
2025-07-19,S3,1440,0,65.1,93.5
2025-07-19,S4,1440,0,62.6,129.6
2025-07-19,S5,1440,0,54.2,101.2
2025-07-19,S6,1440,0,19.3,31.1
2025-07-20,S1,1440,0,155.5,224.3
2025-07-20,S2,1440,0,40,77
2025-07-20,S3,1440,0,45.2,69.7
2025-07-20,S4,1440,0,54.5,103.6
2025-07-20,S5,1440,0,57.3,120.4
2025-07-20,S6,1440,0,27.6,54.6
2025-07-21,S1,1440,0,435.9,785.7
2025-07-21,S2,1440,0,265.7,422.5
2025-07-21,S3,1440,0,194.2,291.7
2025-07-21,S4,1440,0,76.8,146.9
2025-07-21,S5,1440,0,120,209.7
2025-07-21,S6,1440,0,61.7,107.4
2025-07-22,S1,1440,0,478.9,962.9
2025-07-22,S2,1440,0,197.2,374.3
2025-07-22,S3,1440,0,149,300
2025-07-22,S4,1440,0,107.8,200
2025-07-22,S5,1440,0,56.9,115.4
2025-07-22,S6,1440,0,56.4,76.9
2025-07-23,S1,1440,0,466.6,935.1
2025-07-23,S2,1440,0,244.8,434.7
2025-07-23,S3,1440,0,125.3,255.1
2025-07-23,S4,1349,91,105.8,161
2025-07-23,S5,1440,0,116.3,196
2025-07-23,S6,1383,57,55,94.6
2025-07-24,S1,1440,0,345.6,578.7
2025-07-24,S2,1440,0,236.2,417
2025-07-24,S3,1440,0,136.7,251
2025-07-24,S4,1440,0,119.8,196.1
2025-07-24,S5,1440,0,99.1,148.4
2025-07-24,S6,1440,0,70.9,148.5
2025-07-25,S1,1440,0,410.8,808.7
2025-07-25,S2,1440,0,304.9,500
2025-07-25,S3,1440,0,112,207.2
2025-07-25,S4,1440,0,100.3,200
2025-07-25,S5,1440,0,84.4,118.3
2025-07-25,S6,1440,0,94.1,150
2025-07-26,S1,1440,0,112.5,198.4
2025-07-26,S2,1440,0,90.3,176.9
2025-07-26,S3,1440,0,56.3,114.2
2025-07-26,S4,1440,0,58.6,89.8
